input	given	family	orcid	other-names	employment	education	works	peer-reviews	funding	emails
Jia Hu	Jia	hu	0009-0002-1407-5815	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0007-9816-030X	0.0	1.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0002-2051-8945	0.0	0.0	0.0	3.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0001-6566-6212	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0009-4121-6864	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	jia	hu	0009-0005-2221-0791	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0002-7010-7829	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0007-9884-8331	0.0	0.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0002-5829-2638	0.0	0.0	0.0	7.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0002-6548-3985	0.0	0.0	0.0	5.0	1.0	0.0	
Jia Hu	jia	hu	0009-0002-2783-5377	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0001-5406-8420	0.0	0.0	0.0	76.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0000-6618-8980	0.0	1.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0003-1170-3548	0.0	1.0	1.0	1.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0005-2136-7252	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	jia	Hu	0009-0004-7015-3579	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0000-1501-9343	0.0	1.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0002-4944-3051	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0002-6107-8322	0.0	0.0	0.0	2.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0002-5216-7406	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	hu	0000-0002-8844-6116	0.0	0.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0001-1547-7923	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0006-7796-5865	0.0	1.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia 	Hu	0009-0002-7659-5824	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0004-6380-3545	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0008-7494-5329	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	jia	hu	0009-0004-8526-8950	0.0	1.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0001-6400-9800	0.0	1.0	0.0	2.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0007-3522-9883	0.0	1.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0001-5779-257X	0.0	1.0	1.0	15.0	3.0	0.0	
Jia Hu	Jia	Hu	0000-0002-7980-1403	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	jia	hu	0000-0001-8257-7097	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0001-6858-6659	0.0	8.0	2.0	49.0	3.0	0.0	1.0
Jia Hu	Jia	Hu	0009-0005-0042-2056	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	jia	hu	0009-0008-3979-3307	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0005-7746-6807	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0003-3676-7932	0.0	1.0	0.0	3.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0007-2842-404X	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0002-3270-1448	0.0	1.0	3.0	20.0	30.0	0.0	2.0
Jia Hu	Jia	Hu	0009-0003-6610-3547	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0006-1828-973X	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0003-3871-7392	0.0	0.0	0.0	5.0	74.0	0.0	
Jia Hu	Jia	Hu	0009-0001-1839-6256	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia	Hu	0000-0003-2618-2079	0.0	1.0	0.0	3.0	0.0	0.0	
Jia Hu	Jia	Hu	0009-0009-8064-4159	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	jia	hu	0000-0003-2387-1557	0.0	0.0	0.0	2.0	0.0	0.0	
Jia Hu	JIA	HU	0000-0001-7299-425X	0.0	1.0	1.0	17.0	3.0	0.0	
Jia Hu	jia	hu	0009-0003-0975-0000	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	jia	hu	0000-0002-0900-7992	0.0	2.0	3.0	202.0	14.0	0.0	
Jia Hu	SHOU JIA	HU	0000-0002-9857-0065	0.0	0.0	0.0	5.0	0.0	0.0	
Jia Hu	Jia - Wei	Hu	0000-0001-9625-6411	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Wei	Hu	0000-0002-6316-5465	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-ling	Hu	0000-0001-8819-6404	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Yun	Hu	0000-0002-1305-306X	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Chuang-Jia	Hu	0000-0001-8849-687X	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Qi	Hu	0000-0003-3963-1638	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia wei	HU	0000-0002-0706-8943	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia pan	Hu	0000-0002-2200-6425	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Yao	Hu	0000-0003-4157-8602	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Ke-jia	Hu	0000-0002-0347-2770	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-An	Hu	0000-0003-1680-193X	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Cheng	Hu	0000-0001-6472-812X	1.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Wei	Hu	0000-0001-6307-3555	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Chun	Hu	0009-0006-1825-3438	0.0	1.0	0.0	4.0	0.0	0.0	
Jia Hu	Jia-Wen	Hu	0000-0002-3291-7353	0.0	1.0	1.0	1.0	0.0	0.0	
Jia Hu	Jia Miao	Hu	0000-0001-7789-248X	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Sheng	Hu	0000-0002-2530-2051	0.0	0.0	0.0	2.0	0.0	0.0	
Jia Hu	Jia bei	Hu	0000-0003-4321-9566	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Qi 	Hu	0000-0002-5770-8048	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia zhen	Hu	0000-0003-1184-2740	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Hui	Hu	0000-0002-7329-1713	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Rui	Hu	0009-0002-3682-9913	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Qian	Hu	0000-0002-0142-6498	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Qi	Hu	0000-0002-9139-1830	0.0	0.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia-Wei	Hu	0000-0002-0905-7041	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Lin	Hu	0000-0003-1511-0096	0.0	0.0	2.0	1.0	0.0	0.0	1.0
Jia Hu	Jia-Qi 	Hu	0000-0002-4404-3921	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-wei	Hu	0009-0009-9753-1986	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Ruei-Jia	Hu	0009-0007-8908-4499	0.0	1.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia-Hui	Hu	0009-0006-2451-8316	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-qi	Hu	0009-0001-3840-4268	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Yuan	Hu	0009-0003-1811-9229	0.0	0.0	0.0	3.0	0.0	0.0	
Jia Hu	Jia-yi 	Hu	0009-0002-2683-8947	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Hua	Hu	0009-0005-3443-7547	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Ming	Hu	0009-0009-0445-9437	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia ni	Hu	0000-0003-1733-6822	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Min 	 Hu	0009-0007-4174-1082	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Wei	Hu	0000-0001-5316-7208	0.0	0.0	0.0	3.0	0.0	0.0	
Jia Hu	Jia-rui	Hu	0009-0001-2717-7397	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Yao	Hu	0000-0002-9861-9551	0.0	0.0	0.0	12.0	0.0	0.0	
Jia Hu	Jia-Chen	Hu	0000-0002-0562-8986	0.0	1.0	0.0	1.0	0.0	0.0	
Jia Hu	jia hang	HU	0009-0006-7868-9401	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Wen	Hu	0009-0006-6233-7815	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Jing	Hu	0000-0002-9695-9712	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	JIA XUE	HU	0009-0000-2354-4762	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia Le	Hu	0009-0007-3496-0324	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Kai	Hu	0009-0005-8517-6885	0.0	1.0	2.0	7.0	0.0	0.0	
Jia Hu	Jia Cheng	Hu	0009-0008-1611-966X	0.0	0.0	0.0	10.0	0.0	0.0	
Jia Hu	Jia-Mian	Hu	0000-0002-7579-6440	0.0	3.0	3.0	31.0	34.0	0.0	1.0
Jia Hu	Jia Jun	Hu	0000-0003-4944-4422	0.0	0.0	0.0	0.0	1.0	0.0	
Jia Hu	Jia (Jasmine)	Hu	0000-0002-5182-9260	0.0	4.0	0.0	43.0	15.0	0.0	
Jia Hu	Jia-Hao 	Hu	0009-0004-0806-9069	0.0	1.0	0.0	1.0	0.0	0.0	
Jia Hu	Jia-Sheng	Hu	0000-0002-0516-4907	0.0	1.0	0.0	4.0	4.0	0.0	
Jia Hu	Jia Jun	Hu	0009-0000-2063-2871	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	Jia-Qi	Hu	0009-0004-1422-8804	0.0	0.0	0.0	0.0	0.0	0.0	
Jia Hu	Jin-Jia	Hu	0000-0002-1781-6378	0.0	1.0	0.0	87.0	39.0	0.0	
Jia Hu	Caroline Jia-Yi	Hu	0009-0008-5581-6118	0.0	1.0	0.0	0.0	0.0	0.0	
Jia Hu	jia-fei Hu M.D.	Hu	0009-0009-4776-006X	0.0	1.0	0.0	0.0	0.0	0.0	
Israel A. King	Israel Oliver	king	0000-0002-4159-5018	1.0	1.0	1.0	4.0	0.0	0.0	
Israel A. King	Israel Adekunle	King-Alale	0009-0002-2503-9799	0.0	0.0	0.0	0.0	0.0	0.0	
Brian Meux	Brian	Meux	Not Found							
Rhea S. Muchow	Rhea S.	Muchow	Not Found							
Jae Pasari	Jae	Pasari 	0000-0003-3939-3983	0.0	0.0	0.0	0.0	0.0	0.0	
Kenneth R. Peer	Kenneth R.	Peer	Not Found							
Galen Peracca	Galen	Peracca	Not Found							
Shelene Poetker	Shelene	Poetker	Not Found							
Paul Roberge	Paul	Roberge	0009-0004-8385-0058	0.0	1.0	0.0	0.0	0.0	0.0	
Hilary Street	Hilary	Street	Not Found							
Aaron S. Wallace	Aaron	Wallace	0000-0002-3512-2097	0.0	0.0	0.0	0.0	0.0	0.0	
Aaron S. Wallace	Aaron	Wallace	0000-0001-5437-9675	0.0	0.0	0.0	0.0	0.0	0.0	
Aaron S. Wallace	Aaron	Wallace	0009-0008-3860-7621	0.0	0.0	0.0	0.0	0.0	0.0	
Aaron S. Wallace	Aaron	Wallace	0009-0004-0484-9607	0.0	0.0	0.0	0.0	0.0	0.0	
Aaron S. Wallace	Aaron	Wallace	0009-0007-7593-5715	0.0	1.0	0.0	0.0	0.0	0.0	
Aaron S. Wallace	Aaron	Wallace	0009-0001-4761-9930	0.0	0.0	0.0	0.0	0.0	0.0	
Aaron S. Wallace	Aaron	Wallace	0000-0003-4779-1543	0.0	0.0	0.0	2.0	0.0	0.0	
Aaron S. Wallace	Aaron	Wallace	0000-0003-0876-661X	0.0	0.0	0.0	19.0	0.0	0.0	
Aaron S. Wallace	Aaron	Wallace	0000-0003-2264-3229	0.0	0.0	0.0	50.0	0.0	0.0	
Aaron S. Wallace	Maxwell Aaron	Wallace	0009-0006-0860-9891	0.0	1.0	0.0	0.0	0.0	0.0	
Celina Yong	Celina	Yong	0000-0003-3054-6576	0.0	0.0	0.0	108.0	0.0	0.0	
Dakota Simone Betz	Dakota Simone	Betz	Not Found							
Marisa Chung	Marisa	Chung	Not Found							
Katie Cochrane	Katie	Cochrane	0000-0003-0867-1362	0.0	0.0	0.0	0.0	0.0	0.0	
Anthony Darrouzet-Nardi	Anthony	Darrouzet-Nardi	0000-0002-2825-7962	0.0	1.0	0.0	0.0	13.0	0.0	
Michael K. DeSalvo	Michael	DeSalvo	0000-0001-9560-3776	0.0	0.0	0.0	2.0	0.0	0.0	
Ben Elitzur	Ben	Elitzur	Not Found							
Brian J. Forest	Brian J.	Forest	Not Found							
Marie Franc	Marie	Franc	Not Found							
Anna Claire Frumes	Anna Claire	Frumes	Not Found							
Nathan Newell Garfield	Nathan Newell	Garfield	Not Found							
Mathew C. Glaser	Mathew C.	Glaser	Not Found							
Tyler Kreitz	Tyler	Kreitz	0000-0001-8680-6379	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-2587-7058	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-2718-5151	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-3377-901X	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0003-4967-1115	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0001-5577-7261	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0003-0126-1002	0.0	0.0	1.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-4725-4687	0.0	1.0	1.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0003-1809-3658	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-3605-3863	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0001-5395-8245	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0001-9259-2514	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0003-9970-9895	0.0	0.0	0.0	1.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-3635-8384	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	jane	lee	0000-0003-0148-7925	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-6509-5739	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0003-2531-3428	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-7255-8973	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0000-8404-9546	0.0	0.0	1.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0003-1700-7973	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0003-2774-8185	0.0	1.0	1.0	1.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-6544-8581	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-5710-0454	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0005-0745-4042	0.0	1.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0003-1399-0683	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0003-1666-5683	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0009-5586-0319	0.0	1.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0001-5686-9587	0.0	1.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane 	Lee	0009-0004-1912-0974	0.0	0.0	2.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-7797-0393	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0002-3898-4837	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0002-5828-4424	0.0	0.0	0.0	1.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0001-6116-5253	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-7047-9315	0.0	2.0	3.0	35.0	8.0	1.0	1.0
Jane Lee	Jane	Lee	0000-0001-7735-7647	0.0	0.0	1.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0009-2221-4521	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-4985-3245	0.0	0.0	1.0	7.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-9413-1049	0.0	1.0	0.0	15.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0003-0557-3900	0.0	0.0	0.0	2.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0004-7422-8400	0.0	1.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee	0000-0002-8714-7202	0.0	0.0	1.0	3.0	0.0	0.0	
Jane Lee	Jane	Lee	0009-0008-3218-0399	0.0	1.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Geisler-Lee	0000-0003-0277-861X	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane	Lee-Barker	0000-0002-9025-8392	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane Jeeeun	Lee	0000-0001-5352-739X	0.0	0.0	2.0	0.0	0.0	0.0	
Jane Lee	Abigail Jane	Lee	0000-0002-5388-3893	0.0	0.0	1.0	0.0	0.0	0.0	
Jane Lee	Jane-Hwei	Lee	0000-0003-2760-7999	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Wai-Jane	Lee 	0000-0001-9882-2739	0.0	0.0	1.0	0.0	0.0	0.0	
Jane Lee	Jane Y.	Lee	0000-0002-8723-2511	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane-Dar	Lee	0000-0001-5068-4023	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane HyoJin	Lee	0000-0003-0260-8602	0.0	0.0	0.0	12.0	0.0	0.0	
Jane Lee	Suh-Jane	Lee	0000-0002-3396-5859	0.0	0.0	0.0	6.0	0.0	0.0	
Jane Lee	Hannah Jane	Lee	0009-0000-1097-3541	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane Yeonjae	Lee	0000-0002-6524-4650	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane Jiyoun	Lee	0000-0002-4478-3778	0.0	2.0	3.0	7.0	0.0	0.0	
Jane Lee	Wen-Jane	Lee	0000-0002-4390-8129	0.0	1.0	1.0	0.0	0.0	0.0	
Jane Lee	Jane Yeonjae	Lee	0000-0003-0232-2217	0.0	0.0	0.0	2.0	0.0	0.0	
Jane Lee	Jane Kim	Lee	0000-0002-5104-3903	0.0	0.0	0.0	6.0	0.0	0.0	
Jane Lee	jane kayle	lee	0000-0002-6608-5030	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Kimberly Jane	Lee	0000-0003-0450-1171	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Shona Jane	Lee	0000-0002-8584-9729	0.0	3.0	3.0	6.0	0.0	0.0	
Jane Lee	Jane Jaeyon	Lee	0000-0002-6276-7667	0.0	0.0	0.0	53.0	0.0	0.0	
Jane Lee	Huei-Jane	Lee	0000-0003-0792-1913	0.0	1.0	1.0	6.0	41.0	0.0	
Jane Lee	Annabel Jane	Lee	0009-0007-2120-6963	0.0	3.0	3.0	1.0	0.0	0.0	
Jane Lee	YA-JANE	LEE	0000-0003-4884-7019	1.0	1.0	0.0	20.0	0.0	0.0	
Jane Lee	Joo Hyeon (Jane)	Lee	0000-0002-2908-723X	0.0	0.0	2.0	0.0	0.0	0.0	
Jane Lee	Jane Wern Hui	Lee	0000-0003-0207-3070	0.0	0.0	0.0	0.0	0.0	0.0	
Jane Lee	Brianna Catriona Jane	Lee	0009-0007-7853-2356	0.0	1.0	0.0	0.0	0.0	0.0	
Jane Lee	Jane Vanetta En Xuan	Lee	0000-0002-4980-0098	0.0	0.0	1.0	1.0	0.0	0.0	
Theodore Ming Leung	Theodore Ming	Leung	Not Found							
Brie Lindsey	Brie	Lindsey	Not Found							
Cheryl A. Logan	Cheryl	Logan	0000-0001-7639-4956	0.0	1.0	0.0	29.0	3.0	0.0	
Cheryl A. Logan	Cheryl	Logan	0000-0001-5043-2352	0.0	0.0	0.0	0.0	1.0	0.0	
Hung Ma	Hung-Huan	Ma	0000-0002-1565-271X	0.0	1.0	1.0	1.0	0.0	0.0	
Hung Ma	Kam Hung	Ma	0000-0002-4759-4382	0.0	0.0	0.0	0.0	0.0	0.0	
Hung Ma	Jia Hung	Ma	0009-0006-6117-4145	0.0	0.0	0.0	0.0	0.0	0.0	
Hung Ma	Jia Hung	Ma	0009-0006-7183-109X	0.0	1.0	1.0	1.0	0.0	0.0	2.0
Kerry J. Nickols	Kerry	Nickols	0000-0003-0797-7386	0.0	0.0	0.0	0.0	0.0	0.0	
Kerry J. Nickols	Kerry	Nickols	0000-0003-3476-4247	0.0	3.0	0.0	13.0	0.0	0.0	
Julianne R. Rentner	Julianne R.	Rentner	Not Found							
Hillary Thomas	Hillary	Thomas	Not Found							
Jonathan Graham Wagner	Jonathan	Wagner	0000-0002-1290-5769	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan Graham Wagner	Jonathan	Wagner	0000-0002-2113-5671	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan Graham Wagner	Jonathan	Wagner	0000-0002-4315-0020	0.0	2.0	0.0	2.0	0.0	0.0	
Jonathan Graham Wagner	Jonathan	Wagner	0000-0001-7690-6798	0.0	1.0	0.0	2.0	0.0	0.0	
Jonathan Graham Wagner	Jonathan	Wagner	0009-0009-0894-5504	0.0	0.0	0.0	2.0	0.0	0.0	
Jonathan Graham Wagner	Jonathan	Wagner	0009-0001-9022-7967	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan Graham Wagner	Jonathan	Wagner	0000-0001-7350-3301	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan Graham Wagner	Jonathan	Wagner	0000-0002-3436-588X	0.0	1.0	0.0	26.0	1.0	0.0	
Jonathan Graham Wagner	Jonathan	Wagner	0000-0003-0932-7600	0.0	0.0	0.0	3.0	0.0	0.0	
Jonathan Graham Wagner	Jonathan M.	Wagner	0000-0001-9161-7222	0.0	0.0	0.0	8.0	0.0	0.0	
Jonathan Graham Wagner	Jonathan Richard	Wagner	0009-0003-4907-190X	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan Graham Wagner	Ben Jonathan	Wagner	0000-0002-5401-2512	0.0	0.0	1.0	9.0	1.0	0.0	
Jonathan Graham Wagner	Jonathan L.	Wagner	0000-0003-4214-7687	0.0	4.0	3.0	23.0	24.0	0.0	
Jonathan Graham Wagner	Marcel Jonathan Lee	Wagner	0009-0007-4609-4865	0.0	1.0	3.0	0.0	0.0	0.0	
Christopher A. Berkson	Christopher A.	Berkson	Not Found							
Steven K. Carlson	Steven	Carlson	0000-0002-2632-8149	0.0	1.0	1.0	11.0	0.0	0.0	
Steven K. Carlson	Steven	Carlson	0000-0003-3166-2667	0.0	0.0	0.0	0.0	0.0	0.0	
Steven K. Carlson	Steven	Carlson	0000-0003-3618-2830	0.0	0.0	2.0	0.0	0.0	0.0	
Steven K. Carlson	Steven	Carlson	0000-0002-5163-2206	0.0	0.0	0.0	0.0	0.0	0.0	
Steven K. Carlson	Steven	Carlson	0009-0005-2285-591X	0.0	0.0	0.0	0.0	0.0	0.0	
Steven K. Carlson	Steven	Carlson	0000-0002-1376-7775	0.0	0.0	2.0	12.0	1.0	1.0	
Lara Cushing	Lara	Cushing	0000-0003-0640-6450	0.0	2.0	2.0	10.0	0.0	0.0	
Christopher T. DiVittorio	Christopher	DiVittorio	0000-0001-5604-9696	0.0	2.0	3.0	1.0	0.0	0.0	
Christine Hara	Christine	Hara	Not Found							
Marissa Hirst	Marissa	Hirst	Not Found							
John F. Holl	John F.	Holl	Not Found							
Brooke Keeney	Brooke	Keeney	0009-0000-4120-0111	0.0	1.0	0.0	172.0	0.0	0.0	
Gregory S. Mendez	Gregory	Mendez	0000-0002-0962-2864	0.0	0.0	0.0	1.0	0.0	0.0	
Gregory S. Mendez	Gregory	Mendez	0000-0002-1665-7563	0.0	0.0	0.0	8.0	0.0	0.0	
Gregory S. Mendez	Gregory	Mendez	0000-0002-9955-3726	0.0	0.0	1.0	13.0	0.0	0.0	
Gregory S. Mendez	Lewis Antony Gregory	Villamizar Mendez	0009-0005-6396-1751	0.0	0.0	0.0	0.0	0.0	0.0	
Jay Nagtalon	Jay	Nagtalon	Not Found							
Alice Nguyen	Alice	Nguyen	0000-0003-1212-8514	0.0	0.0	2.0	0.0	0.0	0.0	
Alice Nguyen	Alice	Nguyen	0000-0002-5225-9431	0.0	0.0	2.0	32.0	0.0	0.0	
Alice Nguyen	Alice	Nguyen	0009-0004-4791-2645	0.0	0.0	0.0	0.0	0.0	0.0	
Alice Nguyen	Alice	Nguyen	0009-0001-9179-3397	0.0	0.0	0.0	0.0	0.0	0.0	
Alice Nguyen	Alice	Nguyen	0009-0005-0147-6136	0.0	0.0	0.0	0.0	0.0	0.0	
Alice Nguyen	Alice	Nguyen	0009-0008-9050-8559	0.0	1.0	2.0	0.0	0.0	0.0	
Alice Nguyen	Alice	Nguyen	0009-0001-3111-9712	0.0	1.0	0.0	0.0	0.0	0.0	
Alice Nguyen	Thi Thanh Hoa (Alice)	Nguyen	0000-0002-8580-3915	0.0	0.0	0.0	0.0	0.0	0.0	
Michelle C. Ochomogo	Michelle C.	Ochomogo	Not Found							
Stephanie Simone Porter	Stephanie	Porter	0000-0001-9245-1033	0.0	0.0	0.0	0.0	0.0	0.0	
Stephanie Simone Porter	Stephanie	Porter	0009-0009-3471-6617	0.0	0.0	0.0	1.0	0.0	0.0	
Stephanie Simone Porter	Stephanie	Porter	0000-0001-6664-6451	0.0	1.0	0.0	20.0	0.0	0.0	
