input,given,family,orcid,name,identifier,start,end
Ryan Johnson,Ryan,Johnson,0000-0001-7226-6949,Adelaide University,https://ror.org/028g18b61,2026,
Ryan Johnson,Ryan,Johnson,0000-0001-7226-6949,The University of Melbourne,https://ror.org/01ej9dk98,2025,2026
Ryan Johnson,Ryan,Johnson,0000-0001-7226-6949,The University of Tokyo,https://ror.org/057zh3y96,2023,2024
Ryan Johnson,Ryan,Johnson,0000-0001-7226-6949,National Library of Australia,https://ror.org/04yvjg468,2022,2022
Ryan Johnson,Ryan,Johnson,0000-0003-3835-9732,,,,
Ryan Johnson,RYAN,JOHNSON,0009-0001-0595-3308,,,,
Ryan Johnson,Ryan Edward,Johnson,0009-0005-1096-6225,Northwestern University,https://ror.org/000e0be47,2024,
Ryan Johnson,Ryan S.,Johnson,0000-0003-1962-6030,,,,
Ryan Johnson,T. Ryan,Johnson,0000-0001-8452-5688,,,,
Ryan Johnson,Ryan Timothy,Johnson,0009-0003-0437-8940,Grace College & Seminary,https://ror.org/00qsr9g17,2014,
Ryan Johnson,Turner Ryan,Johnson,0009-0008-5476-4942,Mahidol University,https://ror.org/01znkr924,,
Ryan Johnson,Jack Ryan,Johnson,0009-0008-1856-2454,James Martin Center for Nonproliferation Studies,https://ror.org/0003xeg87,2024,
Ryan Johnson,Harvey Ryan,Johnson,0009-0000-2183-8476,Polytechnic School,,2023,
Ryan Johnson,Ryan ,Johnson-Hunt,0009-0004-8199-9975,,,,
Ryan Johnson,Ryan,Dosumu-Johnson,0000-0002-0120-9565,,,,
Tobias B. Koehler,Tobias,Koehler,0009-0000-0777-4840,,,,
Andres Matias Lebensohn,Andres,Lebensohn,0000-0002-4224-8819,National Cancer Institute,http://dx.doi.org/10.13039/100000054,2018,
Andrew G. Murdock,Andrew,Murdock,0000-0001-7749-2857,Innovative Genomics Institute,https://ror.org/01r4tcq81,2020,
Andrew G. Murdock,Andrew,Murdock,0000-0003-3962-6003,Southern Health and Social Care Trust,grid.487411.f,,
Andrew G. Murdock,Andrew,Murdock,0009-0004-0859-3581,Drexel University,https://ror.org/04bdffz58,2022,
Paula Roy-Burman,Paula,Roy,0000-0002-5321-2010,,,,
Jillian Silva,Jillian,Silva,0009-0009-6024-8108,Quanta Therapeutics,,,
Jillian Silva,Jillian,Silva-Jones,0000-0002-5351-0878,,,,
Amy M. Tang,Amy,Tang,0000-0002-6244-6011,,,,
Amy M. Tang,Amy,Tang,0000-0001-9378-2707,,,,
Amy M. Tang,Amy,Tang,0000-0002-5772-2878,Eastern Virginia Medical School,6040,2016,
Amy M. Tang,Amy,Tang,0000-0002-5772-2878,Eastern Virginia Medical School,6040,2010,2016
Amy M. Tang,Amy,Tang,0000-0002-5772-2878,Mayo Clinic Minnesota,4352,2002,2009
Amy M. Tang,Amy,Tang,0000-0002-5772-2878,"University of California at Berkeley, Howard Hughes Medical Institute",,2001,2002
Amy M. Tang,Amy,Tang,0009-0009-7002-612X,,,,
Amy M. Tang,Amy,Tang,0000-0003-0045-1234,,,,
Amy M. Tang,Amy,Tang,0009-0002-8525-7333,,,,
Amy M. Tang,Amy,Tang,0009-0000-1178-6916,,,,
Amy M. Tang,Amy,Tang,0009-0001-6548-905X,,,,
Amy M. Tang,Amy,Tang,0000-0002-7288-9086,,,,
Amy M. Tang,Amy,Tang,0009-0009-0588-3299,,,,
Amy M. Tang,Amy,Tang,0000-0003-4429-7152,Northwestern University,https://ror.org/000e0be47,2021,
Amy M. Tang,Amy,Tang,0000-0003-4429-7152,Takeda Oncology,http://dx.doi.org/10.13039/100011957,2019,2019
Amy M. Tang,Amy,Tang,0009-0009-1871-5518,New York Blood Center,https://ror.org/01xvcf081,2023,
Amy M. Tang,Amy,Tang,0000-0002-8151-2686,North East Medical Services,,2019,
Amy M. Tang,Amy,Tang,0000-0002-8151-2686,Charles B. Wang Community Health Center,,2016,2019
Amy M. Tang,Amy,Tang,0000-0003-1573-6734,Emory University,https://ror.org/03czfpz43,,
Amy M. Tang,Amy,Tang,0000-0003-1573-6734,Children's Healthcare of Atlanta,https://ror.org/050fhx250,,
Amy M. Tang,Amy (Hei Yee),Tang,0009-0003-2574-5455,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-4497-4961,The University of British Columbia,8166,2013,
Jennifer L. Williams,Jennifer,Williams,0000-0002-8660-2373,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-6767-5171,Barry University,,2018,
Jennifer L. Williams,Jennifer,Williams,0000-0002-6767-5171,Private Practice,,2005,
Jennifer L. Williams,Jennifer,Williams,0000-0002-6767-5171,Barry University ,,2008,2018
Jennifer L. Williams,Jennifer,Williams,0000-0002-6767-5171,Florida International University,grid.65456.34,2003,2008
Jennifer L. Williams,Jennifer,Williams,0000-0003-4375-9431,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-5506-3170,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-9620-9882,,,,
Jennifer L. Williams,jennifer,williams,0000-0002-0061-0162,,,,
Jennifer L. Williams,Jennifer,Williams,0009-0007-3285-1749,International Seismic Co/Seismic Source Company,,2015,
Jennifer L. Williams,Jennifer,Williams,0000-0002-9361-3708,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-8118-6577,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-7885-2209,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-7478-6136,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-5082-9122,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0003-2678-5806,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-8088-7753,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-5729-9037,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-0386-9831,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0003-4692-7429,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-0187-1508,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-6023-5528,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-8721-3353,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0003-2450-4046,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-5477-1535,,,,
Jennifer L. Williams,Jennifer ,Williams,0000-0001-8393-6928,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-8464-3297,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-5130-5849,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0003-3764-833X,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-7141-8952,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-5164-1914,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-8036-5509,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-5138-9576,Regenstrief Institute,grid.448342.d,2012,
Jennifer L. Williams,Jennifer,Williams,0000-0003-2026-8832,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-9955-928X,University Hospital of Wales,https://ror.org/04fgpet95,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-3238-9159,Mercy Cedar Rapids,2319,2015,
Jennifer L. Williams,Jennifer,Williams,0000-0002-3238-9159,Saint Bernards Medical Center,440644,2012,2015
Jennifer L. Williams,Jennifer,Williams,0000-0002-9272-166X,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-9248-3959,The University of Kansas Health System,43020,2016,
Jennifer L. Williams,Jennifer,Williams,0000-0001-9248-3959,Barnes-Jewish Hospital,21737,2000,2016
Jennifer L. Williams,Jennifer,Williams,0000-0001-9248-3959,University of Missouri Health Care,4139,1998,2000
Jennifer L. Williams,Jennifer,Williams,0000-0001-9248-3959,Tripler Army Medical Center,8015,1997,1998
Jennifer L. Williams,Jennifer,Williams,0000-0001-9248-3959,MedStar Washington Hospital Center,8405,1995,1997
Jennifer L. Williams,Jennifer,Williams,0000-0001-7993-0240,,,,
Jennifer L. Williams,Jennifer,Williams,0009-0001-1666-7155,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0003-1878-9727,University of Lethbridge,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-1512-3973,University of Oxford,6396,,
Jennifer L. Williams,Jennifer ,Williams,0000-0002-3541-2756,University of Michigan,1259,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-9957-2241,,,,
Jennifer L. Williams,Jennifer,Williams,0009-0004-4944-7791,,,,
Jennifer L. Williams,jennifer,williams,0009-0007-2238-1173,,,,
Jennifer L. Williams,Jennifer,Williams,0009-0005-7048-8309,Loyola Marymount University,https://ror.org/00xhj8c72,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-0875-7484,,,,
Jennifer L. Williams,Jennifer,Williams,0009-0000-1333-1667,,,,
Jennifer L. Williams,Jennifer,Williams,0009-0005-8215-2618,,,,
Jennifer L. Williams,Jennifer,Williams,0009-0009-4592-389X,Silk Road Medical (United States),https://ror.org/02a79n229,2018,
Jennifer L. Williams,Jennifer,Williams,0000-0001-9717-7627,,,,
Jennifer L. Williams,Jennifer,Williams,0009-0009-8922-0272,University of New England,http://dx.doi.org/10.13039/501100001772,2022,
Jennifer L. Williams,Jennifer,Williams,0000-0003-2570-4787,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-9898-337X,"North-West University , South Africa",,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-2779-9620,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-5318-6126,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-9037-3999,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0003-1410-0427,University of Southampton,7423,,
Jennifer L. Williams,Jennifer,Williams,0000-0002-3918-0796,,,,
Jennifer L. Williams,Jennifer ,Williams ,0000-0002-1716-7005,,,,
Jennifer L. Williams,Jennifer,Williams,0000-0001-6388-8404,Rhodes University,https://ror.org/016sewp10,,
Jennifer L. Williams,Jennifer,Williams,0000-0003-1042-7676,Torbay and South Devon NHS Foundation Trust,,2021,
Jennifer L. Williams,Jennifer,Williams,0000-0003-1042-7676,Torbay and South Devon NHS Foundation Trust,7993,2020,2021
Jennifer L. Williams,Jennifer,Williams,0000-0003-1042-7676,Torbay and South Devon NHS Foundation Trust,7993,2021,2021
Jennifer L. Williams,Jennifer,Williams,0000-0003-1042-7676,Torbay and South Devon NHS Foundation Trust,7993,2015,2020
Jennifer L. Williams,Jennifer,Williams,0000-0003-1042-7676,Torbay and South Devon NHS Foundation Trust,grid.439442.c,2014,2015
Jennifer L. Williams,Jennifer,Williams,0000-0003-1042-7676,Rothamsted at North Wyke,130127,2004,2012
Jennifer L. Williams,Jennifer,Williams,0000-0002-7514-4346,,,,
Jennifer L. Williams,Jennifer Z,Williams,0000-0001-6961-3946,,,,
Jennifer L. Williams,Jennifer S.,Williams,0000-0001-9501-7662,Wilfrid Laurier University,https://ror.org/00fn7gb05,2025,
Jennifer L. Williams,Jennifer S.,Williams,0000-0001-9501-7662,University of Toronto,https://ror.org/03dbr7087,2023,2025
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,Macquarie University,7788,,
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,Macquarie University,https://ror.org/01sf06y89,2024,
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,Macquarie University,https://ror.org/01sf06y89,2023,
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,Macquarie University,https://ror.org/01sf06y89,2023,2024
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,Macquarie University,https://ror.org/01sf06y89,2023,2023
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,New South Wales Police Force,,2022,2023
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,Western Sydney University,http://dx.doi.org/10.13039/501100018822,2021,2022
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,Western Sydney University,http://dx.doi.org/10.13039/501100018822,2019,2020
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,Western Sydney University,http://dx.doi.org/10.13039/501100018822,2017,2018
Jennifer L. Williams,Jennifer Stephenson,Williams,0000-0002-2921-8180,North Carolina State University,https://ror.org/04tj63d06,2023,
Jennifer L. Williams,Jennifer Stephenson,Williams,0000-0002-2921-8180,NC State University,6798,2018,2023
Jennifer L. Williams,Jennifer Stephenson,Williams,0000-0002-2921-8180,North Carolina State University,6798,2010,2018
Jennifer L. Williams,Jennifer Stephenson,Williams,0000-0002-2921-8180,North Carolina State University,6798,2007,2010
Jennifer L. Williams,Jennifer Stephenson,Williams,0000-0002-2921-8180,InterContinental Hotels Group,6798,1985,2007
Jennifer L. Williams,Jennifer,Stewart Williams,0000-0002-6371-1630,,,,
Jennifer L. Williams,Jennifer,Legardy-Williams,0000-0002-2346-5279,,,,
Jennifer L. Williams,Jennifer,Bay-Williams,0009-0006-6418-6192,University of Louisville,https://ror.org/01ckdn478,2006,
Jennifer L. Williams,Jennifer,Stewart Williams,0000-0001-6533-0762,Umeå Universitet,http://dx.doi.org/10.13039/501100004885,2014,
Jennifer L. Williams,Jennifer,Savage Williams,0000-0002-2912-8687,Pennsylvania State University,8082,2019,
Jennifer L. Williams,Jennifer,Savage Williams,0000-0002-2912-8687,The Pennsylvania State University World Campus,311368,2018,
Jennifer L. Williams,Jennifer,Savage Williams,0000-0002-2912-8687,Pennsylvania State University University Park,311285,2014,2019
Jennifer L. Williams,Jennifer,Savage Williams,0000-0002-2912-8687,Pennsylvania State University,grid.29857.31,2014,2018
Jennifer L. Williams,Jennifer,Savage Williams,0000-0002-2912-8687,Pennsylvania State University University Park,311285,2011,2014
Jennifer L. Williams,Jennifer,Savage Williams,0000-0002-2912-8687,Pennsylvania State University University Park,311285,2008,2013
Jennifer L. Williams,Jennifer,Savage Williams,0000-0002-2912-8687,Pennsylvania State University University Park,311285,2006,2012
Jennifer L. Williams,Jennifer,Savage Williams,0000-0002-2912-8687,Pennsylvania State University University Park,311285,2002,2007
Jennifer L. Williams,Jennifer,Bannerman-Williams,0009-0001-2943-916X,,,,
Jennifer L. Williams,Jennifer Mae,Williams-Spence,0000-0001-5138-281X,,,,
Lisa S. Wu,Lisa,Wu,0000-0003-3846-9624,,,,
Lisa S. Wu,Lisa,Wu,0009-0006-3951-5791,OBI,https://ror.org/03zx2vv67,2021,
Lisa S. Wu,Lisa,Wu,0000-0003-2241-9905,Aarhus University,1006,2024,
Lisa S. Wu,Lisa,Wu,0000-0003-2241-9905,Reykjavík University,https://ror.org/05d2kyx68,2024,
Lisa S. Wu,Peisha Lisa,WU,0000-0002-1258-8302,,,,
Lisa S. Wu,Lisa Wu ,YingHua Wu ,0009-0009-6154-3395,Palo Alto University,https://ror.org/04f812k67,,
Sean Askay,Sean Patrick,Askay,0009-0004-9253-8218,Google (United States),https://ror.org/00njsd438,,
Catherine Chan,Catherine,Chan,0000-0001-5389-9118,,,,
Catherine Chan,Catherine,Chan,0000-0002-3863-2113,,,,
Catherine Chan,Catherine,Chan,0000-0001-9147-5332,,,,
Catherine Chan,Catherine,Chan,0000-0002-0662-3941,Hong Kong Polytechnic University,grid.16890.36,2021,
Catherine Chan,Catherine,Chan,0000-0002-0662-3941,The Hong Kong Polytechnic University College of Professional and Continuing Education,125449,2019,2021
Catherine Chan,Catherine,Chan,0000-0002-0662-3941,National Taiwan University of Arts,63459,2016,2019
Catherine Chan,Catherine,Chan,0000-0003-2051-233X,Singapore General Hospital,37581,,
Catherine Chan,Catherine,Chan,0000-0002-4436-0847,,,,
Catherine Chan,CATHERINE,CHAN,0000-0003-4520-1394,Cebu City,403832,2012,
Catherine Chan,Catherine,Chan,0000-0002-4705-102X,,,,
Catherine Chan,Catherine,Chan,0000-0002-7957-903X,,,,
Catherine Chan,Catherine ,Chan,0009-0002-3516-3005,Cebu Technological University,https://ror.org/04x649j07,,
Catherine Chan,Catherine,Chan,0009-0003-5974-5971,,,,
Catherine Chan,Catherine,Chan,0000-0003-3882-0592,University of Alberta,3158,2006,
Catherine Chan,Catherine,Chan,0000-0003-3882-0592,Alberta Health Services,3146,2015,2020
Catherine Chan,Catherine,Chan,0000-0003-3882-0592,University of Prince Edward Island,2359,1988,2006
Catherine Chan,Catherine,Chan,0000-0003-4327-1081,,,,
Catherine Chan,Catherine,Chan,0009-0004-4420-9110,,,,
Catherine Chan,Catherine,Chan,0000-0001-8063-9223,The Pet Oncologist,,2019,
Catherine Chan,Catherine,Chan,0000-0001-8063-9223,Queensland Veterinary Specialists,,2016,2019
Catherine Chan,catherine,chan,0009-0001-0052-5646,,,,
Catherine Chan,Catherine,Chan,0000-0002-1949-8123,University of Hawaii System,3939,2000,
Catherine Chan,Catherine S.,Chan,0000-0003-2044-8526,Lingnan University,https://ror.org/0563pg902,,
Catherine Chan,Catherine Y. P.,Chan,0000-0002-7109-9437,,,,
Catherine Chan,Catherine,Chan Qiu Hua,0000-0002-9542-2104,SingHealth Community Hospitals,,,
Lorraine Cheng,Lorraine,Cheng,0000-0003-4274-1539,,,,
Lorraine Cheng,Carina Esther Lorraine,Cheng,0009-0002-8635-3706,,,,
Lorraine Cheng,Lok Lam Lorraine,Cheng,0009-0002-4002-6179,University of Hong Kong,https://ror.org/02zhqgq86,,
Matthew Epstein,Matthew,Epstein,0000-0001-6603-1959,,,,
Matthew Epstein,Matthew,Epstein,0009-0005-9243-9663,Atlantic Health System,https://ror.org/02jz99c72,,
Leah Goldstein,Leah,Goldstein,0009-0003-4315-8019,,,,
Leah Goldstein,Leah,Goldstein,0009-0005-5421-6514,University of Tennessee Health Science Center,https://ror.org/0011qv509,2022,
Jia Hu,Jia Jia,Hu,0000-0003-1269-7047,,,,
Jia Hu,Jia,Hu,0000-0003-2852-7907,,,,
Jia Hu,Jia,Hu,0000-0003-4058-4306,,,,
Jia Hu,jia,hu,0000-0001-9834-989X,,,,
Jia Hu,Jia,Hu,0000-0001-6485-3422,,,,
Jia Hu,Jia,Hu,0000-0003-1211-1317,,,,
Jia Hu,jia,hu,0000-0003-0621-9794,,,,
Jia Hu,Jia,Hu,0000-0001-6642-391X,,,,
Jia Hu,Jia,Hu,0000-0001-7983-0290,,,,
Jia Hu,Jia,Hu,0000-0002-2942-8591,,,,
Jia Hu,Jia,Hu,0000-0002-8626-8037,,,,
Jia Hu,Jia,Hu,0000-0002-4083-7644,,,,
Jia Hu,Jia,Hu,0000-0002-2852-6528,Southeast University,https://ror.org/04ct4d772,,
Jia Hu,Jia,Hu,0000-0001-5993-2855,,,,
Jia Hu,Jia,Hu,0000-0002-4459-3106,,,,
Jia Hu,jia,hu,0009-0000-0858-9882,哈尔滨工业大学,https://ror.org/01yqg2h08,2022,
Jia Hu,jia,hu,0000-0002-2016-6871,,,,
Jia Hu,Jia,Hu,0000-0001-9367-9064,,,,
Jia Hu,Jia,Hu,0000-0002-6011-5710,,,,
Jia Hu,Jia,Hu,0000-0002-3141-1481,,,,
Jia Hu,jia,hu,0000-0003-1678-0251,,,,
Jia Hu,jia,hu,0000-0002-4958-7231,,,,
Jia Hu,jia,hu,0000-0003-3117-3134,,,,
Jia Hu,Jia,Hu,0000-0002-0231-9264,,,,
Jia Hu,Jia,Hu,0000-0002-3775-4135,,,,
Jia Hu,jia,hu,0000-0003-2227-3600,,,,
Jia Hu,Jia,Hu,0000-0001-9614-7469,,,,
Jia Hu,Jia,Hu,0000-0002-8885-8284,,,,
Jia Hu,Jia,Hu,0000-0002-9802-446X,,,,
Jia Hu,Jia,Hu,0000-0002-9002-0413,,,,
Jia Hu,Jia,Hu,0000-0002-3045-7488,,,,
Jia Hu,Jia,HU,0009-0001-0451-3925,,,,
Jia Hu,Jia,Hu,0000-0003-4620-5135,,,,
Jia Hu,Jia,Hu,0009-0007-4778-8252,,,,
Jia Hu,JIA,HU,0009-0005-8126-655X,,,,
Jia Hu,Jia,Hu,0009-0001-9417-8736,,,,
Jia Hu,Jia,Hu,0000-0003-3072-757X,,,,
Jia Hu,Jia,Hu,0009-0009-0573-5835,Southeast University,https://ror.org/04ct4d772,,
Jia Hu,jia,Hu,0009-0009-7977-4634,,,,
Jia Hu,JIA,HU,0000-0003-2174-5864,,,,
Jia Hu,Jia,Hu,0000-0003-1587-9188,,,,
Jia Hu,Jia,Hu,0000-0002-7240-1482,,,,
Jia Hu,Jia,Hu,0009-0008-8161-1685,Sichuan University,https://ror.org/011ashp19,,
Jia Hu,Jia ,Hu,0000-0002-8715-1834,,,,
Jia Hu,Jia,Hu,0000-0002-1350-6030,,,,
Jia Hu,Jia ,Hu,0000-0003-0877-4724,,,,
Jia Hu,Jia,Hu,0000-0002-5336-6730,,,,
Jia Hu,Jia,hu,0009-0002-1407-5815,Hunan Normal University,https://ror.org/053w1zy07,,
Jia Hu,Jia,Hu,0009-0007-9816-030X,Aviation General Hospital,https://ror.org/04j1qx617,,
Jia Hu,Jia,Hu,0000-0002-2051-8945,,,,
Jia Hu,Jia,Hu,0009-0001-6566-6212,Shanghai Jiao Tong University,https://ror.org/0220qvk04,,
Jia Hu,Jia,Hu,0009-0009-4121-6864,,,,
Jia Hu,jia,hu,0009-0005-2221-0791,Kunming Medical University,https://ror.org/038c3w259,2024,
Jia Hu,Jia,Hu,0000-0002-7010-7829,,,,
Jia Hu,Jia,Hu,0009-0007-9884-8331,,,,
Jia Hu,Jia,Hu,0000-0002-5829-2638,,,,
Jia Hu,Jia,Hu,0000-0002-6548-3985,,,,
Jia Hu,jia,hu,0009-0002-2783-5377,Tongji University,https://ror.org/03rc6as71,,
Jia Hu,Jia,Hu,0000-0001-5406-8420,,,,
Jia Hu,Jia,Hu,0009-0000-6618-8980,Fujian Medical University,https://ror.org/050s6ns64,,
Jia Hu,Jia,Hu,0000-0003-1170-3548,Yueyang People's Hospital,,2020,
Jia Hu,Jia,Hu,0009-0005-2136-7252,Zhujiang Hospital,https://ror.org/02mhxa927,,
Jia Hu,jia,Hu,0009-0004-7015-3579,,,,
Jia Hu,Jia,Hu,0009-0000-1501-9343,"University of Minnesota, Twin Cities",https://ror.org/017zqws13,2018,
Jia Hu,Jia,Hu,0000-0002-4944-3051,,,,
Jia Hu,Jia,Hu,0009-0002-6107-8322,,,,
Jia Hu,Jia,Hu,0000-0002-5216-7406,,,,
Jia Hu,Jia,hu,0000-0002-8844-6116,,,,
Jia Hu,Jia,Hu,0009-0001-1547-7923,Great Bay University,https://ror.org/01hdgge16,,
Jia Hu,Jia,Hu,0009-0006-7796-5865,Southwest Medical University,https://ror.org/00g2rqs52,2024,
Jia Hu,Jia ,Hu,0009-0002-7659-5824,,,,
Jia Hu,Jia,Hu,0009-0004-6380-3545,Southern Medical University,https://ror.org/01vjw4z39,2020,
Jia Hu,Jia,Hu,0009-0008-7494-5329,Northwest A&F University,https://ror.org/0051rme32,,
Jia Hu,jia,hu,0009-0004-8526-8950,Hainan University,https://ror.org/03q648j11,,
Jia Hu,Jia,Hu,0009-0001-6400-9800,Fudan University,https://ror.org/013q1eq08,,
Jia Hu,Jia,Hu,0009-0007-3522-9883,"University of California, Santa Barbara",https://ror.org/02t274463,,
Jia Hu,Jia,Hu,0000-0001-5779-257X,suzhou center for disease prevention and control,,2014,
Jia Hu,Jia,Hu,0000-0002-7980-1403,,,,
Jia Hu,jia,hu,0000-0001-8257-7097,,,,
Jia Hu,Jia,Hu,0000-0001-6858-6659,Oregon State University,https://ror.org/00ysfqy60,2026,
Jia Hu,Jia,Hu,0000-0001-6858-6659,Oregon State University,https://ror.org/00ysfqy60,2025,
Jia Hu,Jia,Hu,0000-0001-6858-6659,University of Arizona,https://ror.org/03m2x1q45,2023,
Jia Hu,Jia,Hu,0000-0001-6858-6659,University of Arizona,https://ror.org/03m2x1q45,2023,
Jia Hu,Jia,Hu,0000-0001-6858-6659,University of Arizona,grid.134563.6,2019,
Jia Hu,Jia,Hu,0000-0001-6858-6659,University of Arizona,33052,2018,
Jia Hu,Jia,Hu,0000-0001-6858-6659,University of Arizona,grid.134563.6,2019,2023
Jia Hu,Jia,Hu,0000-0001-6858-6659,Montana State University,,2013,2017
Jia Hu,Jia,Hu,0009-0005-0042-2056,The First Affiliated Hospital of Huzhou University,,,
Jia Hu,jia,hu,0009-0008-3979-3307,,,,
Jia Hu,Jia,Hu,0009-0005-7746-6807,Jiangxi University of Finance and Economics,https://ror.org/03efmyj29,2022,
Jia Hu,Jia,Hu,0009-0003-3676-7932,University of Electronic Science and Technology of China,https://ror.org/04qr3zq92,,
Jia Hu,Jia,Hu,0009-0007-2842-404X,University of Manchester,https://ror.org/027m9bs27,,
Jia Hu,Jia,Hu,0000-0002-3270-1448,Iowa State University,https://ror.org/04rswrd78,2023,
Jia Hu,Jia,Hu,0009-0003-6610-3547,Northeast Forestry University,https://ror.org/02yxnh564,2024,
Jia Hu,Jia,Hu,0009-0006-1828-973X,University of Hong Kong,https://ror.org/02zhqgq86,,
Jia Hu,Jia,Hu,0000-0003-3871-7392,,,,
Jia Hu,Jia,Hu,0009-0001-1839-6256,Kyushu University,https://ror.org/00p4k0j84,2024,
Jia Hu,Jia,Hu,0000-0003-2618-2079,Wuhan University of Science and Technology,https://ror.org/00e4hrk88,,
Jia Hu,Jia,Hu,0009-0009-8064-4159,,,,
Jia Hu,jia,hu,0000-0003-2387-1557,,,,
Jia Hu,JIA,HU,0000-0001-7299-425X,Sichuan University West China Hospital,34753,2012,
Jia Hu,jia,hu,0009-0003-0975-0000,Zhengzhou University,https://ror.org/04ypx8c21,,
Jia Hu,jia,hu,0000-0002-0900-7992,Tongji University,https://ror.org/03rc6as71,2017,
Jia Hu,jia,hu,0000-0002-0900-7992,Turner-Fairbank Highway Research Center,205959,2014,2017
Jia Hu,SHOU JIA,HU,0000-0002-9857-0065,,,,
Jia Hu,Jia - Wei,Hu,0000-0001-9625-6411,,,,
Jia Hu,Jia Wei,Hu,0000-0002-6316-5465,,,,
Jia Hu,Jia-ling,Hu,0000-0001-8819-6404,,,,
Jia Hu,Jia-Yun,Hu,0000-0002-1305-306X,,,,
Jia Hu,Chuang-Jia,Hu,0000-0001-8849-687X,,,,
Jia Hu,Jia-Qi,Hu,0000-0003-3963-1638,,,,
Jia Hu,Jia wei,HU,0000-0002-0706-8943,,,,
Jia Hu,Jia pan,Hu,0000-0002-2200-6425,,,,
Jia Hu,Jia-Yao,Hu,0000-0003-4157-8602,,,,
Jia Hu,Ke-jia,Hu,0000-0002-0347-2770,,,,
Jia Hu,Jia-An,Hu,0000-0003-1680-193X,,,,
Jia Hu,Jia Cheng,Hu,0000-0001-6472-812X,,,,
Jia Hu,Jia-Wei,Hu,0000-0001-6307-3555,,,,
Jia Hu,Jia-Chun,Hu,0009-0006-1825-3438,Chinese Academy of Medical Sciences,https://ror.org/02drdmm93,2021,
Jia Hu,Jia-Wen,Hu,0000-0002-3291-7353,National Taiwan University of Science and Technology,34878,2018,
Jia Hu,Jia Miao,Hu,0000-0001-7789-248X,,,,
Jia Hu,Jia Sheng,Hu,0000-0002-2530-2051,,,,
Jia Hu,Jia bei,Hu,0000-0003-4321-9566,,,,
Jia Hu,Jia-Qi ,Hu,0000-0002-5770-8048,,,,
Jia Hu,Jia zhen,Hu,0000-0003-1184-2740,,,,
Jia Hu,Jia-Hui,Hu,0000-0002-7329-1713,,,,
Jia Hu,Jia Rui,Hu,0009-0002-3682-9913,,,,
Jia Hu,Jia-Qian,Hu,0000-0002-0142-6498,,,,
Jia Hu,Jia-Qi,Hu,0000-0002-9139-1830,,,,
Jia Hu,Jia-Wei,Hu,0000-0002-0905-7041,,,,
Jia Hu,Jia Lin,Hu,0000-0003-1511-0096,,,,
Jia Hu,Jia-Qi ,Hu,0000-0002-4404-3921,,,,
