input,given,family,orcid,name,identifier,department,degree,start,end
"Stanley,Jeffrey",Jeffrey,Stanley,0000-0003-4462-3528,,,,,,
"Stanley,Jeffrey",Jeffrey,Stanley,0000-0003-2355-480X,,,,,,
"Stanley,Jeffrey",Jeffrey A,Stanley,0000-0003-2359-2769,New York University Tisch School of the Arts,174559,Goldberg Department of Dramatic Writing,MFA in Dramatic Writing,,1999
"Stanley,Jeffrey",Jeffrey A,Stanley,0000-0003-2359-2769,New York University Tisch School of the Arts,174559,Film & Television,BFA with minor in Cultural Anthropology,,1990
"Tran,Cawa",Cawa,Tran,0000-0002-6776-4780,,,,,,
"Durst,Paul",Paul,Durst,0000-0002-9345-5666,Duke University,3065,Biology,PhD,2008,2014
"Durst,Paul",Paul,Durst,0000-0002-9345-5666,UC Berkeley,,Integrative Biology,BA,2001,2006
"Hestir,Erin",Erin,Hestir,0000-0002-4673-5745,University of California Davis,8789,"Land, Air and Water Resources",PhD,2005,2010
"Hestir,Erin",Erin,Hestir,0000-0002-4673-5745,University of California Berkeley,1438,Geography,BA,,2004
"Kinney,Michael J.",Michael,Kinney,0000-0001-7846-8349,James Cook University,8001,Fishing and Fisheries,PhD,,
"Kinney,Michael J.",Michael,Kinney,0000-0001-7846-8349,University of California Berkeley,1438,Integrative Biology,BA,,
"Kinney,Michael J.",michael,kinney,0000-0001-9203-2947,,,,,,
"Kinney,Michael J.",Michael,Kinney,0000-0002-3135-8764,,,,,,
"Kinney,Michael J.",Michael,Kinney,0000-0002-2034-3575,,,,,,
"Kinney,Michael J.",Michael,Kinney,0009-0002-5351-7313,,,,,,
"Mai,Vien-Phuong Nini N.",Vien V.,Mai,0000-0002-2450-5367,,,,,,
"Mai,Vien-Phuong Nini N.",Vien Quang,Mai,0000-0003-1372-9530,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Mai,0000-0002-6827-6762,,,,,,
"Mai,Vien-Phuong Nini N.",PHUONG ,MAI ,0000-0001-9743-2333,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Mai,0009-0003-8042-7900,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Mai,0009-0005-7908-6568,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Mai,0000-0002-1071-0845,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Mai,0000-0002-7486-4974,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong Nghi,Mai,0000-0001-9118-7736,,,,,,
"Mai,Vien-Phuong Nini N.",Dang Phuong,Mai,0000-0001-5773-1996,,,,,,
"Mai,Vien-Phuong Nini N.",Lan Phuong,MAI,0000-0003-1936-7331,Université de Liège,26658,Rural Economic,Dr,2008,2014
"Mai,Vien-Phuong Nini N.",Lan Phuong,MAI,0000-0003-1936-7331,Université de Liège,26658,Rural Economic,Master,2005,2006
"Mai,Vien-Phuong Nini N.",Lan Phuong,MAI,0000-0003-1936-7331,Hanoi University of Agriculture,grid.93544.3f,Rural Development,Bcs,1997,2001
"Mai,Vien-Phuong Nini N.",Phuong Chi,Mai,0000-0001-8344-486X,,,,,,
"Mai,Vien-Phuong Nini N.",Thi Phuong,Mai,0009-0003-8854-0019,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong Thao,Mai,0000-0003-3184-0590,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong Y,MAI,0000-0002-0229-3201,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong Thao,Mai,0000-0001-7400-749X,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong-Thao,Mai,0000-0002-6045-099X,,,,,,
"Mai,Vien-Phuong Nini N.",Dang Phuong,Mai,0009-0002-3542-0884,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong-Thu,Mai,0000-0002-2974-931X,,,,,,
"Mai,Vien-Phuong Nini N.",Thao Phuong,Mai,0009-0002-8149-7460,,,,,,
"Mai,Vien-Phuong Nini N.",Lan Phuong,Mai,0009-0008-8851-1601,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong-Y,Mai,0009-0006-4900-299X,,,,,,
"Mai,Vien-Phuong Nini N.",Tu-Phuong,Mai,0009-0008-0814-1146,,,,,,
"Mai,Vien-Phuong Nini N.",Thu Phuong,Mai,0000-0001-8939-8649,,,,,,
"Mai,Vien-Phuong Nini N.",minh phuong,mai,0009-0002-0615-8290,Trường Đại học Bách khoa Hà Nội,https://ror.org/04nyv3z04,cơ khí,sửa xe,2026,2036
"Mai,Vien-Phuong Nini N.",Phuong Thao,Mai,0000-0001-5289-3726,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Le-Mai,0000-0002-5946-6839,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Minh Mai,0009-0001-4068-9709,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Minh Mai,0009-0009-5090-0422,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Minh Mai,0009-0000-9926-0942,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Cao Mai,0009-0001-5120-5159,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Nguyen Mai,0009-0003-6171-2802,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Minh Mai,0009-0003-4418-7540,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Mai Hoai,0009-0009-8271-5782,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Ngo Mai,0009-0001-1071-5988,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Mai Hoang,0009-0008-5135-7698,,,,,,
"Mai,Vien-Phuong Nini N.",Nguyen Phuong Nhi,Mai,0009-0003-4237-0317,,,,,,
"Mai,Vien-Phuong Nini N.",Thuy Thi Phuong,Mai,0000-0003-3820-7974,University of Queensland,1974,,PhD,2017,
"Mai,Vien-Phuong Nini N.",THI PHUONG CHI,MAI,0009-0003-4511-6867,,,,,,
"Mai,Vien-Phuong Nini N.",Thoai Diem Phuong,Mai,0009-0003-0586-5791,,,,,,
"Mai,Vien-Phuong Nini N.",Thao Thi Phuong,Mai,0009-0002-9656-8727,,,,,,
"Mai,Vien-Phuong Nini N.",Ngoc Phuong Uyen,Mai,0009-0000-0268-5646,National Tsing Hua University,https://ror.org/00zdnkx70,Department of Materials Science and Engineering,Master,2020,2022
"Mai,Vien-Phuong Nini N.",Ngoc Phuong Uyen,Mai,0009-0000-0268-5646,Ho Chi Minh City University of Science,https://ror.org/05jfbgm49,Faculty of Chemistry,Bachelor,2016,2020
"Mai,Vien-Phuong Nini N.",Phuong,Vu Thi Mai,0000-0002-8302-5216,,,,,,
"Mai,Vien-Phuong Nini N.",PHUONG,DUONG THI MAI,0000-0001-8816-8462,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Vo Mai Truc,0009-0009-0164-6544,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Le Duy Mai,0009-0007-0725-9954,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Bui Ngoc Mai,0009-0000-4618-9679,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Mai Vo Truc,0009-0009-7208-0947,,,,,,
"Mai,Vien-Phuong Nini N.",Phuong,Luu Dinh Mai,0009-0001-3542-4044,,,,,,
"Mai,Vien-Phuong Nini N.",Mai Quynh Phuong,Mai Quynh Phuong,0009-0005-2968-2185,,,,,,
"McKeon,Andrew Paul",Andrew,McKeon,0000-0001-6856-8143,,,,,,
"Sandoval,Marian B.",Marian,Sandoval,0009-0007-8100-1863,,,,,,
"Sandoval,Marian B.",marian elena,ponce sandoval,0000-0002-3725-056X,,,,,,
"Sandoval,Marian B.",Marian Karen,Sandoval Morales ,0000-0002-4626-8737,,,,,,
"Sandoval,Marian B.",Marian Soraima ,Sandoval Feijoo,0000-0002-9959-9070,,,,,,
"Spear,Natalie B.",Natalie,Spear,0000-0002-8621-9593,,,,,,
"Spear,Natalie B.",Natalie,Spear,0000-0003-3441-4087,,,,,,
"Tsao,Kimberly",Kimberly,Tsao,0000-0002-5616-1888,,,,,,
"Watkins,W. Teal",W. Scott,Watkins,0000-0001-9105-1193,,,,,,
"Watkins,W. Teal",W. John,Watkins,0000-0003-3262-6588,,,,,,
"Brewer,Jennifer M.",Jennifer,Brewer,0000-0002-1597-4268,Saint Mary's University,,,,2012,2015
"Brewer,Jennifer M.",Jennifer,Brewer,0000-0002-1597-4268,Brigham Young University,grid.253294.b,Dietetics,Dietitian,1992,1999
"Brewer,Jennifer M.",Jennifer,Brewer,0009-0003-9083-0410,,,,,,
"Brewer,Jennifer M.",Jennifer,Brewer,0000-0002-4729-2587,University of Connecticut,7712,,Doctor of Medicine,,
"Brewer,Jennifer M.",Jennifer F.,Brewer,0000-0002-6118-9383,,,,,,
"Burke,Ingrid",Ingrid,Burke,0000-0003-4717-6399,,,,,,
"Burke,Ingrid",Ingrid,Frengle-Burke,0009-0004-6241-0264,,,,,,
"Cullis-Suzuki,Sarika",Sarika,Cullis-Suzuki,0000-0001-8697-1438,,,,,,
"Daniels,Sarah I.",Sarah,Daniels,0000-0002-7319-0496,,,,,,
"Daniels,Sarah I.",Sarah,Daniels,0000-0002-7266-3132,,,,,,
"Daniels,Sarah I.",Sarah,Daniels,0009-0009-7250-6485,Vrije Universiteit Brussel,https://ror.org/006e5kg04,Sociology,PhD,,
"Daniels,Sarah I.",Sarah,Daniels,0000-0002-4336-6454,,,,,,
"Daniels,Sarah I.",Sarah,Daniels,0000-0003-0073-1455,,,,,,
"Daniels,Sarah I.",Sarah,Daniels,0000-0001-6308-9493,Manchester Metropolitan University,grid.25627.34,Centre for Bioscience - Cardiovascular Sciences,PhD - Thesis Title: Risk Stratification for Thrombosis in Type 2 Diabetic Patients,2016,2019
"Daniels,Sarah I.",Sarah,Daniels,0000-0001-6308-9493,The University of Manchester,5292,Developmental Biology,MPhil - Thesis Title: The Role of ERp60 in the Drosophila JAK/STAT Pathway,2007,2009
"Daniels,Sarah I.",Sarah,Daniels,0000-0001-6308-9493,The University of Manchester,5292,Life Sciences,BSc (Hons) Biochemistry,2001,2004
"Daniels,Sarah I.",Sarah,Daniels,0000-0002-7415-1907,,,,,,
"Daniels,Sarah I.",Sarah,Daniels,0000-0003-1478-3301,,,,,,
"Daniels,Sarah I.",Sarah,Daniels,0000-0001-9452-3344,University of Sheffield,7315,School of Health and Related Research,MSc Clinical Research,2012,2015
"Daniels,Sarah I.",Sarah,Daniels,0000-0001-9452-3344,Royal College of Surgeons of England,14211,,MRCS,2012,2013
"Daniels,Sarah I.",Sarah,Daniels,0000-0001-9452-3344,University of Edinburgh,3124,School of Medicine,MBChB,2004,2010
"Daniels,Sarah I.",Sarah,Daniels,0000-0001-9452-3344,University of Edinburgh,3124,School of Medicine ,BSc,2006,2007
"Daniels,Sarah I.",Sarah,Daniels,0009-0003-8384-1867,University of Cambridge,https://ror.org/013meh722,MRC Cognition and Brain Sciences Unit,MPhil in Medical Science,2025,2026
"Daniels,Sarah I.",Sarah,Daniels,0009-0003-8384-1867,University of New South Wales,,,Bachelor of Psychology (Honours),2020,2023
"Daniels,Sarah I.",Sarah ,Aggrey-Daniels,0009-0000-1593-3362,,,,,,
"Fuchs,Danielle F.",Danielle,Fuchs,0000-0002-0430-8972,,,,,,
"Hart,Courtney E.",Courtney ,Hart,0000-0002-2528-5765,,,,,,
"Hart,Courtney E.",Courtney,Hart,0000-0002-2731-7273,,,,,,
"Hart,Courtney E.",Courtney,Hart,0000-0002-6970-1468,,,,,,
"Hart,Courtney E.",Courtney,Hart,0000-0001-5137-7690,,,,,,
"Hart,Courtney E.",Courtney,Hart,0000-0002-3281-8726,,,,,,
"Kattan,Ali",Ali,Kattan,0009-0003-9855-0368,,,,,,
"Kattan,Ali",Ali,Kattan,0000-0002-5319-350X,,,,,,
"Kattan,Ali",Ayaat Abd Ali ,Kattan,0009-0005-2639-3783,,,,,,
"Kattan,Ali",Rusul Ali Abdul Halim,Al-kattan,0009-0006-4106-1362,,,,,,
"Lopus,Sara",Sara,Lopus,0000-0001-7453-1961,,,,,,
"Reeder,Natalie M. M.",Natalie,Reeder,0000-0001-5977-6012,,,,,,
"Sanchez,Ian",Ian,Sanchez,0000-0002-4357-3728,,,,,,
"Sanchez,Ian",Ian,Aguila Sanchez,0000-0003-3078-9850,,,,,,
"Sanchez,Ian",Ian Gabriel,Sanchez,0000-0002-7505-0761,,,,,,
"Sanchez,Ian",Ian Gabriel,Sanchez,0009-0008-5015-4506,,,,,,
"Sanchez,Ian",Ian Arturo,Sanchez Arroyo,0000-0001-6673-075X,,,,,,
"Sanchez,Ian",Ian Miguel,Rosales Sanchez,0009-0007-0503-9464,,,,,,
"Sanchez,Ian",Lautaro Ian,olmedo Sanchez,0009-0008-6227-3430,,,,,,
"Sanchez,Ian",Ian Andrew Roberth,Sanchez Rios,0009-0002-5199-8037,,,,,,
"Smith,Hampton C.",Hampton,Smith,0000-0001-9684-8687,,,,,,
"Vo,Julia",Julia,Vo,0009-0002-6951-9524,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0002-2615-3932,University of Oxford,6396,Zoology,PhD,2002,2006
"Bell,Thomas W.",Thomas,Bell,0000-0003-0446-0138,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0003-3176-6167,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0001-5598-5001,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0003-2740-1018,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0001-5120-8352,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0002-2180-5364,Colorado State University,3447,Higher Education Leadership,Ph.D.,2014,2019
"Bell,Thomas W.",Thomas,Bell,0000-0003-0294-573X,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0003-4986-9180,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0003-4963-9246,University of Queensland,1974,School of Mathematics and Physics,Doctor Philosophy,2015,2020
"Bell,Thomas W.",Thomas,Bell,0000-0003-4963-9246,University of Queensland,1974,School of Mathematics and Physics,Bachelor of Science - Honours Class 1,2013,2014
"Bell,Thomas W.",Thomas,Bell,0000-0003-4963-9246,University of Queensland,1974,School of Mathematics and Physics,Bachelor of Science,2009,2011
"Bell,Thomas W.",Thomas,Bell,0000-0003-1540-027X,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0001-6856-2702,,,,,,
"Bell,Thomas W.",Thomas,Bell,0009-0007-4117-9915,,,,,,
"Bell,Thomas W.",Thomas,Bell,0009-0008-4210-0348,,,,,,
"Bell,Thomas W.",Thomas,Bell,0000-0002-3523-1736,Brown University,grid.40263.33,"Molecular Biology, Cellular Biology, and Biochemistry",PhD,1999,2004
"Bell,Thomas W.",Thomas,Bell,0000-0002-1090-7031,,,,,,
"Bell,Thomas W.",Brian Thomas,Bell,0000-0003-2760-2602,,,,,,
"Bell,Thomas W.",Jack Thomas,Bell,0009-0006-0058-807X,University of Canberra,https://ror.org/04s1nv328,Faculty of Science and Technology,Honours in Science and Technology,2024,2024
"Bell,Thomas W.",Jack Thomas,Bell,0009-0006-0058-807X,University of Canberra,https://ror.org/04s1nv328,Faculty of Science and Technology,Bachelor of Medical Science,2021,2023
"Bell,Thomas W.",Richard Thomas,Bell,0000-0003-0004-3812,,,,,,
"Bell,Thomas W.",Thomas Cedric,Bell,0009-0002-1189-3433,,,,,,
"Bell,Thomas W.",Alexander Thomas,Bell,0009-0009-0425-4247,,,,,,
"Bell,Thomas W.",Thomas E.,Bell,0000-0002-2941-3285,University of Kent,https://ror.org/00xkeyj56,School of Anthropology and Conservation,PhD in Anthropology,,2024
"Bell,Thomas W.",Thomas E.,Bell,0000-0002-2941-3285,University of Kent,https://ror.org/00xkeyj56,School of Anthropology and Conservation,MA Social Anthropology,,2016
"Bell,Thomas W.",Thomas E.,Bell,0000-0002-2941-3285,University of Cambridge,https://ror.org/013meh722,Selwyn College,BA (Hons) Archaeology and Anthropology Tripos,,2014
"Bell,Thomas W.",Anthony Martin Thomas,Bell,0000-0001-5038-5621,University of Cambridge,2152,Chemistry,Ph.D,1995,1999
"Bell,Thomas W.",Anthony Martin Thomas,Bell,0000-0001-5038-5621,Keele University,4212,Chemistry,M.Sc,1990,1992
"Bell,Thomas W.",Anthony Martin Thomas,Bell,0000-0001-5038-5621,University of Sheffield,7315,Chemistry,B.Sc (Honours),1981,1984
"Castillo,Jessica",Jessica,Castillo,0000-0002-2351-793X,,,,,,
"Castillo,Jessica",Jessica,Castillo,0000-0002-1666-4114,,,,,,
"Castillo,Jessica",Jessica,Castillo,0000-0002-8173-561X,,,,,,
"Castillo,Jessica",Jessica,Castillo,0009-0005-6099-9973,,,,,,
"Castillo,Jessica",Jessica,Castillo,0000-0002-1079-9181,,,,,,
"Castillo,Jessica",Jessica,Castillo,0000-0002-2779-4694,,,,,,
"Castillo,Jessica",JESSICA,CASTILLO,0000-0002-3532-318X,,,,,,
"Castillo,Jessica",JESSICA ,CASTILLO,0000-0002-2691-1465,,,,,,
"Castillo,Jessica",Jessica,Castillo,0000-0002-6076-0912,,,,,,
"Castillo,Jessica",Jessica ,Castillo,0000-0003-3298-5820,,,,,,
"Castillo,Jessica",Jessica,Castillo,0009-0006-7901-6583,Baylor College of Medicine,https://ror.org/02pttbw34,Graduate School of Biomedical Sciences,Post-Baccalaureate Certificate in Biomedical Sciences and Health Equity,2021,2022
"Castillo,Jessica",Jessica,Castillo,0009-0006-7901-6583,Sam Houston State University,https://ror.org/00yh3cz06,,Biomedical Sciences,2017,2021
"Castillo,Jessica",Jessica,Castillo,0000-0002-7047-5613,Escuela Politecnica Nacional,,,Chemical Engineer,,
"Castillo,Jessica",Jessica,Castillo,0009-0005-7444-6480,,,,,,
"Castillo,Jessica",jessica,castillo,0009-0006-6812-8264,,,,,,
"Castillo,Jessica",Jessica,Castillo,0000-0002-8747-4852,,,,,,
"Castillo,Jessica",Jessica,Castillo,0009-0001-5371-1194,,,,,,
"Castillo,Jessica",Jessica,Castillo,0000-0003-1943-5314,KU Leuven,https://ror.org/05f950310,Education,Master in Educational Studies,2009,2011
"Castillo,Jessica",Jessica Paola,Castillo,0009-0001-7555-7490,,,,,,
"Castillo,Jessica",Jessica,Palomino Castillo,0000-0002-2547-4304,,,,,,
"Castillo,Jessica",JESSICA,CASTILLO QUISPE,0000-0002-9883-2870,,,,,,
"Castillo,Jessica",Jessica,Castillo Flores,0000-0002-9969-094X,Universidad Católica Sedes Sapientiae,251839,,CONTABILIDAD,2012,2018
"Castillo,Jessica",Jessica,Castillo Flores,0000-0002-9969-094X,ISTP MARIA ARAOZ PINTO,,CONTABILIDAD,TECNICO EN CONTABILIDAD,1994,1997
"Castillo,Jessica",JESSICA,CASTILLO CENTENO,0009-0003-5858-2197,,,,,,
"Castillo,Jessica",Jessica,Castillo Flores,0000-0003-0568-327X,,,,,,
"Castillo,Jessica",Jessica ,Castillo Sánchez,0000-0002-3249-9518,Universidad Colegio Mayor de Cundinamarca,https://ror.org/055mabf46,,Especialización en Gerencia en Seguridad y Salud en el trabajo,2022,2023
"Castillo,Jessica",Jessica ,Castillo Sánchez,0000-0002-3249-9518,Universidad Colegio Mayor de Cundinamarca,https://ror.org/055mabf46,,Adminitración de empresas Comerciales ,2018,2022
"Castillo,Jessica",Jessica ,Castillo Sánchez,0000-0002-3249-9518,Universidad Colegio Mayor de Cundinamarca,https://ror.org/055mabf46,,"DIPLOMADO EN RENTA DE CAPITAL, TRADING E INSTRUMENTOS BURSÁTILES (ADMINISTRACIÓN Y ECONOMÍA)",2021,2021
"Castillo,Jessica",Jessica,Daza Castillo,0009-0001-7619-6797,,,,,,
"Castillo,Jessica",JESSICA,BARRETO CASTILLO,0000-0002-3433-9411,,,,,,
"Castillo,Jessica",JESSICA,CASTILLO LADINES,0000-0003-1813-5651,,,,,,
"Castillo,Jessica",JESSICA,CASTILLO-AGUILAR,0000-0002-8874-7365,Benemérita Universidad Autónoma de Puebla Facultad de Medicina,103612,,,2014,2022
"Castillo,Jessica",Jessica,Castillo-Martínez,0000-0002-7510-3501,,,,,,
"Castillo,Jessica",Jessica,Castillo Alva,0009-0005-2219-295X,,,,,,
"Castillo,Jessica",jessica,castillo quispe,0009-0002-4721-624X,,,,,,
"Castillo,Jessica",JESSICA,CHIPANA CASTILLO,0009-0006-0206-5942,,,,,,
"Castillo,Jessica",Jessica,Castillo-Mandujano,0000-0002-1723-698X,Universidad Austral de Chile,http://dx.doi.org/10.13039/501100009833,,Doctora en Ciencias Forestales,,2023
"Castillo,Jessica",Jessica,Castillo-Mandujano,0000-0002-1723-698X,Universidad de Chile,http://dx.doi.org/10.13039/501100005853,,Diplomado en Geomática Aplicada,,2020
"Castillo,Jessica",Jessica,Castillo-Mandujano,0000-0002-1723-698X,Universidad Nacional Autónoma de México,http://dx.doi.org/10.13039/501100005739,,Maestra en Ciencias Biológicas (Orientación Restauración Ecológica),,2010
"Castillo,Jessica",Jessica,Castillo-Mandujano,0000-0002-1723-698X,Universidad de Chile,http://dx.doi.org/10.13039/501100005853,,Ingeniero en Recursos Naturales Renovables,,2005
"Castillo,Jessica",Jessica,Veazey Castillo,0009-0006-0158-963X,,,,,,
"Castillo,Jessica",JESSICA,AMACOSTA CASTILLO,0000-0003-0619-2237,Instituto Politécnico Nacional Escuela Superior de Ingeniería Química e Industrias Extractivas,429019,ESIQIE - Eng Environmental Chemistry,MSc. Chemical Engineering ,2011,2013
"Castillo,Jessica",Jessica,Rascón Castillo,0000-0002-1153-3078,,,,,,
"Castillo,Jessica",Jessica ,Castillo Sulca,0009-0002-8822-1045,,,,,,
"Castillo,Jessica",Jessica,Castillo-Villalba,0009-0005-4578-8406,,,,,,
"Castillo,Jessica",Jessica,Izquierdo-Castillo,0000-0002-5037-1040,,,,,,
"Castillo,Jessica",Jessica,Castillo-Inostroza,0000-0002-0809-975X,,,,,,
"Castillo,Jessica",Jessica,Castillo Vardaro,0000-0001-9580-6987,Oregon State University,2694,Fisheries and Wildlife,PhD Wildlife Science,2010,2015
"Castillo,Jessica",Jessica,Del Castillo,0000-0002-2305-0743,,,,,,
"Castillo,Jessica",Jessica,Vivas del Castillo,0000-0002-9038-812X,,,,,,
"Castillo,Jessica",Jessica Alejandra,Aranda Castillo,0000-0002-9272-4000,,,,,,
"Castillo,Jessica",Jessica Rosario,Castillo Vizuete,0000-0003-2117-300X,,,,,,
"Castillo,Jessica",Jessica Fabiola,Castillo Archivor,0000-0003-0182-7870,,,,,,
"Castillo,Jessica",JESSICA JOHANA,CASTILLO IPARRAGUIRRE,0000-0001-6912-5360,,,,,,
"Castillo,Jessica",jessica paola,catalan castillo,0000-0002-8876-1765,,,,,,
"Castillo,Jessica",Jessica Jakeline,Castillo Vásquez,0000-0001-7619-7573,,,,,,
"Castillo,Jessica",JESSICA ELIZABETH,CASTILLO GRADOS,0009-0008-9730-9026,,,,,,
"Castillo,Jessica",JESSICA MARIBEL ,CASTILLO RODRÍGUEZ ,0009-0001-3630-3949,,,,,,
"Castillo,Jessica",jessica lisset,castillo aranda ,0009-0004-8888-5743,,,,,,
"Castillo,Jessica",Jessica Paola,Castillo Herrera,0000-0002-6632-7298,,,,,,
"Castillo,Jessica",Jessica Elizabeth ,Castillo Batallas,0000-0002-5410-1144,,,,,,
"Castillo,Jessica",Jessica Isabel,Quito Castillo,0009-0004-0063-5492,,,,,,
"Castillo,Jessica",Jessica Rosario,Castillo Vizuete,0000-0001-9759-1457,Universidad Regional Autonoma De Los Andes,184997,,Estudiante,,
"Castillo,Jessica",Jessica Paola,Castillo Malaga,0000-0003-4211-7744,,,,,,
"Castillo,Jessica",JESSICA ALEXANDRA,CASTILLO CALDERON,0000-0002-9259-3485,,,,,,
"Castillo,Jessica",Jessica Maribel,Castillo Jiménez,0000-0003-0047-3150,,,,,,
"Castillo,Jessica",Roxana Jessica,Castillo Gonzales,0009-0000-7513-6306,,,,,,
"Castillo,Jessica",Jessica Jackelyn,Aliaga Castillo,0000-0002-5521-3922,,,,,,
"Castillo,Jessica",Jessica Maribel ,Castillo Villalta,0000-0002-5230-6672,,,,,,
"Castillo,Jessica",Jenny Jessica,Castillo Garcia,0009-0001-4447-5695,,,,,,
"Castillo,Jessica",ANGIE JESSICA,QUIÑONES CASTILLO,0000-0002-4338-5962,,,,,,
"Castillo,Jessica",Julia Jessica,Contreras Castillo,0000-0003-4786-7288,,,,,,
"Castillo,Jessica",JESSICA YANET,ZEGARRA CASTILLO,0000-0003-4204-8152,,,,,,
"Castillo,Jessica",Jessica Lizbeth,Castillo Ramírez ,0009-0009-0859-4003,,,,,,
"Castillo,Jessica",JESSICA SOLEDAD ,CALCINA CASTILLO ,0009-0005-3535-9958,,,,,,
"Castillo,Jessica",JESSICA LORENA,HIDALGO CASTILLO,0009-0002-8671-3740,,,,,,
"Castillo,Jessica",Jessica Paola ,Ibarra Castillo ,0000-0001-8027-3145,,,,,,
"Castillo,Jessica",JESSICA MARILU,CASTILLO ROSAS,0000-0001-5357-9042,,,,,,
"Castillo,Jessica",Jessica Nataly ,Castillo Coronel,0009-0000-1517-3658,,,,,,
"Castillo,Jessica",Jessica Karina ,herrera castillo ,0000-0003-1916-4577,,,,,,
"Castillo,Jessica",Jessica Nohemi,Castillo Treviño,0000-0002-6683-8186,,,,,,
"Castillo,Jessica",Jessica Nahomi,Lara castillo,0009-0008-3849-4954,,,,,,
"Castillo,Jessica",Jessica Jeraldin,Rodriguez Castillo,0009-0004-7951-0464,,,,,,
"Castillo,Jessica",JESSICA ORISTELA,DELGADO  CASTILLO,0009-0009-3792-2707,,,,,,
"Castillo,Jessica",JESSICA ROSMERY,ROQUE CASTILLO,0009-0005-6556-5971,,,,,,
"Castillo,Jessica",Jessica Rubiela,Ahumada Castillo,0009-0008-0536-6198,,,,,,
"Castillo,Jessica",Lizeth Jessica,Castillo Granados,0009-0008-1309-9544,,,,,,
"Castillo,Jessica",Jessica Lizbeth,Castillo Alcantar,0009-0004-9019-5186,,,,,,
"Castillo,Jessica",JESSICA ANDREA,ALBA CASTILLO,0009-0009-0576-9592,,,,,,
"Castillo,Jessica",JESSICA KATHERINE,CASTILLO MONTALVAN,0000-0003-3895-4515,UNIVERSIDAD CESAR VALLEJO,,LA LIBERTAD,ESTUDIANTE DE LA CARRERA DE ADMINISTRACIÓN DE EMPRESAS (CONVALIDACIÓN),2021,
"Castillo,Jessica",JESSICA KATHERINE,CASTILLO MONTALVAN,0000-0003-3895-4515,"INSTITUTO SUPERIOR TECNOLÓGICO PÚBLICO ""CIRO ALEGRÍA BAZÁN""",,LA LIBERTAD,TÉCNICO EN ADMINISTRACIÓN DE EMPRESAS ,2018,2020
"Castillo,Jessica",Jessica Paola ,Leon Castillo ,0000-0003-4076-4366,,,,,,
"Castillo,Jessica",Jessica María,Castillo Loaiza,0009-0005-8477-9764,,,,,,
"Castillo,Jessica",Jessica Paola ,Castillo González ,0009-0001-6258-2953,,,,,,
"Castillo,Jessica",Jessica Roxana ,Mendoza Castillo,0009-0002-3236-0337,,,,,,
"Castillo,Jessica",Jessica Yanela,Reyes Castillo,0009-0008-3001-2519,,,,,,
"Castillo,Jessica",Jessica Guadalupe ,López Castillo ,0009-0003-7389-7453,,,,,,
"Castillo,Jessica",JESSICA VANESSA ,CASTILLO AMBULUDI,0009-0006-7111-8497,,,,,,
"Castillo,Jessica",Jessica Liliana,Castillo Gonzalez,0009-0003-2728-9465,,,,,,
"Castillo,Jessica",Jessica Magali,Carranza Castillo,0009-0001-8993-4584,Universidad de Chiclayo,https://ror.org/01h1szm41,Legal,Abogado,1999,2004
"Castillo,Jessica",JESSICA NATALY,CASTILLO GONZALEZ,0000-0001-5543-7531,Universidad Pedagógica y Tecnológica de Colombia,28023,Boyacá,Administrador Industrial ,2013,2018
