input,given,family,orcid,title,funder,identifier,award,start,end
Jennifer L. Williams,Jennifer S.,Williams,0000-0001-9501-7662,Characterizing the impact of an exercise intervention on traditional and novel risk factors for cardio- and cerebrovascular disease in pre- and post-menopausal women.,Canadian Institutes of Health Research,http://dx.doi.org/10.13039/501100000024,202310MFE,2024,2027
Jennifer L. Williams,Jennifer S.,Williams,0000-0001-9501-7662,Quantifying the cardiovascular and metabolic health benefits of Canada's physical activity and dietary guidelines in pre and postmenopausal women,Canadian Institutes of Health Research,http://dx.doi.org/10.13039/501100000024,202303PJT,2023,2028
Jennifer L. Williams,Jennifer J.,Williams,0000-0002-1549-7262,Machine Learning for Crime Prediction,NSW Defence Innovation Network,http://dx.doi.org/10.13039/501100021670,,2022,2023
Jennifer L. Williams,Jennifer Stephenson,Williams,0000-0002-2921-8180,,,,,,
Jennifer L. Williams,Jennifer,Stewart Williams,0000-0002-6371-1630,,,,,,
Jennifer L. Williams,Jennifer,Legardy-Williams,0000-0002-2346-5279,,,,,,
Jennifer L. Williams,Jennifer,Bay-Williams,0009-0006-6418-6192,,,,,,
Jennifer L. Williams,Jennifer,Stewart Williams,0000-0001-6533-0762,,,,,,
Jennifer L. Williams,Jennifer,Savage Williams,0000-0002-2912-8687,,,,,,
Jennifer L. Williams,Jennifer,Bannerman-Williams,0009-0001-2943-916X,,,,,,
Jennifer L. Williams,Jennifer Mae,Williams-Spence,0000-0001-5138-281X,,,,,,
Lisa S. Wu,Lisa,Wu,0000-0003-3846-9624,,,,,,
Lisa S. Wu,Lisa,Wu,0009-0006-3951-5791,,,,,,
Lisa S. Wu,Lisa,Wu,0000-0003-2241-9905,,,,,,
Lisa S. Wu,Peisha Lisa,WU,0000-0002-1258-8302,,,,,,
Lisa S. Wu,Lisa Wu ,YingHua Wu ,0009-0009-6154-3395,,,,,,
Sean Askay,Sean Patrick,Askay,0009-0004-9253-8218,,,,,,
Catherine Chan,Catherine,Chan,0000-0001-5389-9118,,,,,,
Catherine Chan,Catherine,Chan,0000-0002-3863-2113,,,,,,
Catherine Chan,Catherine,Chan,0000-0001-9147-5332,,,,,,
Catherine Chan,Catherine,Chan,0000-0002-0662-3941,,,,,,
Catherine Chan,Catherine,Chan,0000-0003-2051-233X,,,,,,
Catherine Chan,Catherine,Chan,0000-0002-4436-0847,,,,,,
Catherine Chan,CATHERINE,CHAN,0000-0003-4520-1394,,,,,,
Catherine Chan,Catherine,Chan,0000-0002-4705-102X,,,,,,
Catherine Chan,Catherine,Chan,0000-0002-7957-903X,,,,,,
Catherine Chan,Catherine ,Chan,0009-0002-3516-3005,,,,,,
Catherine Chan,Catherine,Chan,0009-0003-5974-5971,,,,,,
Catherine Chan,Catherine,Chan,0000-0003-3882-0592,,,,,,
Catherine Chan,Catherine,Chan,0000-0003-4327-1081,,,,,,
Catherine Chan,Catherine,Chan,0009-0004-4420-9110,,,,,,
Catherine Chan,Catherine,Chan,0000-0001-8063-9223,,,,,,
Catherine Chan,catherine,chan,0009-0001-0052-5646,,,,,,
Catherine Chan,Catherine,Chan,0000-0002-1949-8123,,,,,,
Catherine Chan,Catherine S.,Chan,0000-0003-2044-8526,,,,,,
Catherine Chan,Catherine Y. P.,Chan,0000-0002-7109-9437,,,,,,
Catherine Chan,Catherine,Chan Qiu Hua,0000-0002-9542-2104,,,,,,
Lorraine Cheng,Lorraine,Cheng,0000-0003-4274-1539,,,,,,
Lorraine Cheng,Carina Esther Lorraine,Cheng,0009-0002-8635-3706,,,,,,
Lorraine Cheng,Lok Lam Lorraine,Cheng,0009-0002-4002-6179,,,,,,
Matthew Epstein,Matthew,Epstein,0000-0001-6603-1959,,,,,,
Matthew Epstein,Matthew,Epstein,0009-0005-9243-9663,,,,,,
Leah Goldstein,Leah,Goldstein,0009-0003-4315-8019,,,,,,
Leah Goldstein,Leah,Goldstein,0009-0005-5421-6514,,,,,,
Jia Hu,Jia Jia,Hu,0000-0003-1269-7047,,,,,,
Jia Hu,Jia,Hu,0000-0003-2852-7907,,,,,,
Jia Hu,Jia,Hu,0000-0003-4058-4306,,,,,,
Jia Hu,jia,hu,0000-0001-9834-989X,,,,,,
Jia Hu,Jia,Hu,0000-0001-6485-3422,,,,,,
Jia Hu,Jia,Hu,0000-0003-1211-1317,,,,,,
Jia Hu,jia,hu,0000-0003-0621-9794,,,,,,
Jia Hu,Jia,Hu,0000-0001-6642-391X,,,,,,
Jia Hu,Jia,Hu,0000-0001-7983-0290,,,,,,
Jia Hu,Jia,Hu,0000-0002-2942-8591,,,,,,
Jia Hu,Jia,Hu,0000-0002-8626-8037,,,,,,
Jia Hu,Jia,Hu,0000-0002-4083-7644,,,,,,
Jia Hu,Jia,Hu,0000-0002-2852-6528,,,,,,
Jia Hu,Jia,Hu,0000-0001-5993-2855,,,,,,
Jia Hu,Jia,Hu,0000-0002-4459-3106,,,,,,
Jia Hu,jia,hu,0009-0000-0858-9882,,,,,,
Jia Hu,jia,hu,0000-0002-2016-6871,,,,,,
Jia Hu,Jia,Hu,0000-0001-9367-9064,,,,,,
Jia Hu,Jia,Hu,0000-0002-6011-5710,,,,,,
Jia Hu,Jia,Hu,0000-0002-3141-1481,,,,,,
Jia Hu,jia,hu,0000-0003-1678-0251,,,,,,
Jia Hu,jia,hu,0000-0002-4958-7231,,,,,,
Jia Hu,jia,hu,0000-0003-3117-3134,,,,,,
Jia Hu,Jia,Hu,0000-0002-0231-9264,,,,,,
Jia Hu,Jia,Hu,0000-0002-3775-4135,,,,,,
Jia Hu,jia,hu,0000-0003-2227-3600,,,,,,
Jia Hu,Jia,Hu,0000-0001-9614-7469,,,,,,
Jia Hu,Jia,Hu,0000-0002-8885-8284,,,,,,
Jia Hu,Jia,Hu,0000-0002-9802-446X,,,,,,
Jia Hu,Jia,Hu,0000-0002-9002-0413,,,,,,
Jia Hu,Jia,Hu,0000-0002-3045-7488,,,,,,
Jia Hu,Jia,HU,0009-0001-0451-3925,,,,,,
Jia Hu,Jia,Hu,0000-0003-4620-5135,,,,,,
Jia Hu,Jia,Hu,0009-0007-4778-8252,,,,,,
Jia Hu,JIA,HU,0009-0005-8126-655X,,,,,,
Jia Hu,Jia,Hu,0009-0001-9417-8736,,,,,,
Jia Hu,Jia,Hu,0000-0003-3072-757X,,,,,,
Jia Hu,Jia,Hu,0009-0009-0573-5835,,,,,,
Jia Hu,jia,Hu,0009-0009-7977-4634,,,,,,
Jia Hu,JIA,HU,0000-0003-2174-5864,,,,,,
Jia Hu,Jia,Hu,0000-0003-1587-9188,,,,,,
Jia Hu,Jia,Hu,0000-0002-7240-1482,,,,,,
Jia Hu,Jia,Hu,0009-0008-8161-1685,,,,,,
Jia Hu,Jia ,Hu,0000-0002-8715-1834,,,,,,
Jia Hu,Jia,Hu,0000-0002-1350-6030,,,,,,
Jia Hu,Jia ,Hu,0000-0003-0877-4724,,,,,,
Jia Hu,Jia,Hu,0000-0002-5336-6730,,,,,,
Jia Hu,Jia,hu,0009-0002-1407-5815,,,,,,
Jia Hu,Jia,Hu,0009-0007-9816-030X,,,,,,
Jia Hu,Jia,Hu,0000-0002-2051-8945,,,,,,
Jia Hu,Jia,Hu,0009-0001-6566-6212,,,,,,
Jia Hu,Jia,Hu,0009-0009-4121-6864,,,,,,
Jia Hu,jia,hu,0009-0005-2221-0791,,,,,,
Jia Hu,Jia,Hu,0000-0002-7010-7829,,,,,,
Jia Hu,Jia,Hu,0009-0007-9884-8331,,,,,,
Jia Hu,Jia,Hu,0000-0002-5829-2638,,,,,,
Jia Hu,Jia,Hu,0000-0002-6548-3985,,,,,,
Jia Hu,jia,hu,0009-0002-2783-5377,,,,,,
Jia Hu,Jia,Hu,0000-0001-5406-8420,,,,,,
Jia Hu,Jia,Hu,0009-0000-6618-8980,,,,,,
Jia Hu,Jia,Hu,0000-0003-1170-3548,,,,,,
Jia Hu,Jia,Hu,0009-0005-2136-7252,,,,,,
Jia Hu,jia,Hu,0009-0004-7015-3579,,,,,,
Jia Hu,Jia,Hu,0009-0000-1501-9343,,,,,,
Jia Hu,Jia,Hu,0000-0002-4944-3051,,,,,,
Jia Hu,Jia,Hu,0009-0002-6107-8322,,,,,,
Jia Hu,Jia,Hu,0000-0002-5216-7406,,,,,,
Jia Hu,Jia,hu,0000-0002-8844-6116,,,,,,
Jia Hu,Jia,Hu,0009-0001-1547-7923,,,,,,
Jia Hu,Jia,Hu,0009-0006-7796-5865,,,,,,
Jia Hu,Jia ,Hu,0009-0002-7659-5824,,,,,,
Jia Hu,Jia,Hu,0009-0004-6380-3545,,,,,,
Jia Hu,Jia,Hu,0009-0008-7494-5329,,,,,,
Jia Hu,jia,hu,0009-0004-8526-8950,,,,,,
Jia Hu,Jia,Hu,0009-0001-6400-9800,,,,,,
Jia Hu,Jia,Hu,0009-0007-3522-9883,,,,,,
Jia Hu,Jia,Hu,0000-0001-5779-257X,,,,,,
Jia Hu,Jia,Hu,0000-0002-7980-1403,,,,,,
Jia Hu,jia,hu,0000-0001-8257-7097,,,,,,
Jia Hu,Jia,Hu,0000-0001-6858-6659,,,,,,
Jia Hu,Jia,Hu,0009-0005-0042-2056,,,,,,
Jia Hu,jia,hu,0009-0008-3979-3307,,,,,,
Jia Hu,Jia,Hu,0009-0005-7746-6807,,,,,,
Jia Hu,Jia,Hu,0009-0003-3676-7932,,,,,,
Jia Hu,Jia,Hu,0009-0007-2842-404X,,,,,,
Jia Hu,Jia,Hu,0000-0002-3270-1448,,,,,,
Jia Hu,Jia,Hu,0009-0003-6610-3547,,,,,,
Jia Hu,Jia,Hu,0009-0006-1828-973X,,,,,,
Jia Hu,Jia,Hu,0000-0003-3871-7392,,,,,,
Jia Hu,Jia,Hu,0009-0001-1839-6256,,,,,,
Jia Hu,Jia,Hu,0000-0003-2618-2079,,,,,,
Jia Hu,Jia,Hu,0009-0009-8064-4159,,,,,,
Jia Hu,jia,hu,0000-0003-2387-1557,,,,,,
Jia Hu,JIA,HU,0000-0001-7299-425X,,,,,,
Jia Hu,jia,hu,0009-0003-0975-0000,,,,,,
Jia Hu,jia,hu,0000-0002-0900-7992,,,,,,
Jia Hu,SHOU JIA,HU,0000-0002-9857-0065,,,,,,
Jia Hu,Jia - Wei,Hu,0000-0001-9625-6411,,,,,,
Jia Hu,Jia Wei,Hu,0000-0002-6316-5465,,,,,,
Jia Hu,Jia-ling,Hu,0000-0001-8819-6404,,,,,,
Jia Hu,Jia-Yun,Hu,0000-0002-1305-306X,,,,,,
Jia Hu,Chuang-Jia,Hu,0000-0001-8849-687X,,,,,,
Jia Hu,Jia-Qi,Hu,0000-0003-3963-1638,,,,,,
Jia Hu,Jia wei,HU,0000-0002-0706-8943,,,,,,
Jia Hu,Jia pan,Hu,0000-0002-2200-6425,,,,,,
Jia Hu,Jia-Yao,Hu,0000-0003-4157-8602,,,,,,
Jia Hu,Ke-jia,Hu,0000-0002-0347-2770,,,,,,
Jia Hu,Jia-An,Hu,0000-0003-1680-193X,,,,,,
Jia Hu,Jia Cheng,Hu,0000-0001-6472-812X,,,,,,
Jia Hu,Jia-Wei,Hu,0000-0001-6307-3555,,,,,,
Jia Hu,Jia-Chun,Hu,0009-0006-1825-3438,,,,,,
Jia Hu,Jia-Wen,Hu,0000-0002-3291-7353,,,,,,
Jia Hu,Jia Miao,Hu,0000-0001-7789-248X,,,,,,
Jia Hu,Jia Sheng,Hu,0000-0002-2530-2051,,,,,,
Jia Hu,Jia bei,Hu,0000-0003-4321-9566,,,,,,
Jia Hu,Jia-Qi ,Hu,0000-0002-5770-8048,,,,,,
Jia Hu,Jia zhen,Hu,0000-0003-1184-2740,,,,,,
Jia Hu,Jia-Hui,Hu,0000-0002-7329-1713,,,,,,
Jia Hu,Jia Rui,Hu,0009-0002-3682-9913,,,,,,
Jia Hu,Jia-Qian,Hu,0000-0002-0142-6498,,,,,,
Jia Hu,Jia-Qi,Hu,0000-0002-9139-1830,,,,,,
Jia Hu,Jia-Wei,Hu,0000-0002-0905-7041,,,,,,
Jia Hu,Jia Lin,Hu,0000-0003-1511-0096,,,,,,
Jia Hu,Jia-Qi ,Hu,0000-0002-4404-3921,,,,,,
Jia Hu,Jia-wei,Hu,0009-0009-9753-1986,,,,,,
Jia Hu,Ruei-Jia,Hu,0009-0007-8908-4499,,,,,,
Jia Hu,Jia-Hui,Hu,0009-0006-2451-8316,,,,,,
Jia Hu,Jia-qi,Hu,0009-0001-3840-4268,,,,,,
Jia Hu,Jia Yuan,Hu,0009-0003-1811-9229,,,,,,
Jia Hu,Jia-yi ,Hu,0009-0002-2683-8947,,,,,,
Jia Hu,Jia-Hua,Hu,0009-0005-3443-7547,,,,,,
Jia Hu,Jia-Ming,Hu,0009-0009-0445-9437,,,,,,
Jia Hu,Jia ni,Hu,0000-0003-1733-6822,,,,,,
Jia Hu,Jia Min , Hu,0009-0007-4174-1082,,,,,,
Jia Hu,Jia-Wei,Hu,0000-0001-5316-7208,,,,,,
Jia Hu,Jia-rui,Hu,0009-0001-2717-7397,,,,,,
Jia Hu,Jia-Yao,Hu,0000-0002-9861-9551,,,,,,
Jia Hu,Jia-Chen,Hu,0000-0002-0562-8986,,,,,,
Jia Hu,jia hang,HU,0009-0006-7868-9401,,,,,,
Jia Hu,Jia Wen,Hu,0009-0006-6233-7815,,,,,,
Jia Hu,Jia Jing,Hu,0000-0002-9695-9712,,,,,,
Jia Hu,JIA XUE,HU,0009-0000-2354-4762,,,,,,
Jia Hu,Jia Le,Hu,0009-0007-3496-0324,,,,,,
Jia Hu,Jia-Kai,Hu,0009-0005-8517-6885,,,,,,
Jia Hu,Jia Cheng,Hu,0009-0008-1611-966X,,,,,,
Jia Hu,Jia-Mian,Hu,0000-0002-7579-6440,,,,,,
Jia Hu,Jia Jun,Hu,0000-0003-4944-4422,,,,,,
Jia Hu,Jia (Jasmine),Hu,0000-0002-5182-9260,,,,,,
Jia Hu,Jia-Hao ,Hu,0009-0004-0806-9069,,,,,,
Jia Hu,Jia-Sheng,Hu,0000-0002-0516-4907,,,,,,
Jia Hu,Jia Jun,Hu,0009-0000-2063-2871,,,,,,
Jia Hu,Jia-Qi,Hu,0009-0004-1422-8804,,,,,,
Jia Hu,Jin-Jia,Hu,0000-0002-1781-6378,,,,,,
Jia Hu,Caroline Jia-Yi,Hu,0009-0008-5581-6118,,,,,,
Jia Hu,jia-fei Hu M.D.,Hu,0009-0009-4776-006X,,,,,,
Israel A. King,Israel Oliver,king,0000-0002-4159-5018,,,,,,
Israel A. King,Israel Adekunle,King-Alale,0009-0002-2503-9799,,,,,,
Jae Pasari,Jae,Pasari ,0000-0003-3939-3983,,,,,,
Paul Roberge,Paul,Roberge,0009-0004-8385-0058,,,,,,
Aaron S. Wallace,Aaron,Wallace,0000-0002-3512-2097,,,,,,
Aaron S. Wallace,Aaron,Wallace,0000-0001-5437-9675,,,,,,
Aaron S. Wallace,Aaron,Wallace,0009-0008-3860-7621,,,,,,
Aaron S. Wallace,Aaron,Wallace,0009-0004-0484-9607,,,,,,
Aaron S. Wallace,Aaron,Wallace,0009-0007-7593-5715,,,,,,
Aaron S. Wallace,Aaron,Wallace,0009-0001-4761-9930,,,,,,
Aaron S. Wallace,Aaron,Wallace,0000-0003-4779-1543,,,,,,
Aaron S. Wallace,Aaron,Wallace,0000-0003-0876-661X,,,,,,
Aaron S. Wallace,Aaron,Wallace,0000-0003-2264-3229,,,,,,
Aaron S. Wallace,Maxwell Aaron,Wallace,0009-0006-0860-9891,,,,,,
Celina Yong,Celina,Yong,0000-0003-3054-6576,,,,,,
Katie Cochrane,Katie,Cochrane,0000-0003-0867-1362,,,,,,
Anthony Darrouzet-Nardi,Anthony,Darrouzet-Nardi,0000-0002-2825-7962,,,,,,
Michael K. DeSalvo,Michael,DeSalvo,0000-0001-9560-3776,,,,,,
Tyler Kreitz,Tyler,Kreitz,0000-0001-8680-6379,,,,,,
Jane Lee,Jane,Lee,0000-0002-2587-7058,,,,,,
Jane Lee,Jane,Lee,0000-0002-2718-5151,,,,,,
Jane Lee,Jane,Lee,0000-0002-3377-901X,,,,,,
Jane Lee,Jane,Lee,0000-0003-4967-1115,,,,,,
Jane Lee,Jane,Lee,0000-0001-5577-7261,,,,,,
Jane Lee,Jane,Lee,0000-0003-0126-1002,,,,,,
Jane Lee,Jane,Lee,0000-0002-4725-4687,,,,,,
Jane Lee,Jane,Lee,0000-0003-1809-3658,,,,,,
Jane Lee,Jane,Lee,0000-0002-3605-3863,,,,,,
Jane Lee,Jane,Lee,0000-0001-5395-8245,,,,,,
Jane Lee,Jane,Lee,0000-0001-9259-2514,,,,,,
Jane Lee,Jane,Lee,0009-0003-9970-9895,,,,,,
Jane Lee,Jane,Lee,0000-0002-3635-8384,,,,,,
Jane Lee,jane,lee,0000-0003-0148-7925,,,,,,
Jane Lee,Jane,Lee,0000-0002-6509-5739,,,,,,
Jane Lee,Jane,Lee,0000-0003-2531-3428,,,,,,
Jane Lee,Jane,Lee,0000-0002-7255-8973,,,,,,
Jane Lee,Jane,Lee,0009-0000-8404-9546,,,,,,
Jane Lee,Jane,Lee,0000-0003-1700-7973,,,,,,
Jane Lee,Jane,Lee,0000-0003-2774-8185,,,,,,
Jane Lee,Jane,Lee,0000-0002-6544-8581,,,,,,
Jane Lee,Jane,Lee,0000-0002-5710-0454,,,,,,
Jane Lee,Jane,Lee,0009-0005-0745-4042,,,,,,
Jane Lee,Jane,Lee,0000-0003-1399-0683,,,,,,
Jane Lee,Jane,Lee,0000-0003-1666-5683,,,,,,
Jane Lee,Jane,Lee,0009-0009-5586-0319,,,,,,
Jane Lee,Jane,Lee,0009-0001-5686-9587,,,,,,
Jane Lee,Jane ,Lee,0009-0004-1912-0974,,,,,,
Jane Lee,Jane,Lee,0000-0002-7797-0393,,,,,,
Jane Lee,Jane,Lee,0009-0002-3898-4837,,,,,,
Jane Lee,Jane,Lee,0009-0002-5828-4424,,,,,,
Jane Lee,Jane,Lee,0000-0001-6116-5253,,,,,,
Jane Lee,Jane,Lee,0000-0002-7047-9315,Enhancing HIV testing among Disengaged Immigrants: Contextual and Opportunity Structures,National Institute of Mental Health,,grant.R36MH108395,2016,2017
Jane Lee,Jane,Lee,0000-0001-7735-7647,,,,,,
Jane Lee,Jane,Lee,0009-0009-2221-4521,,,,,,
Jane Lee,Jane,Lee,0000-0002-4985-3245,,,,,,
Jane Lee,Jane,Lee,0000-0002-9413-1049,,,,,,
Jane Lee,Jane,Lee,0000-0003-0557-3900,,,,,,
Jane Lee,Jane,Lee,0009-0004-7422-8400,,,,,,
Jane Lee,Jane,Lee,0000-0002-8714-7202,,,,,,
Jane Lee,Jane,Lee,0009-0008-3218-0399,,,,,,
Jane Lee,Jane,Geisler-Lee,0000-0003-0277-861X,,,,,,
Jane Lee,Jane,Lee-Barker,0000-0002-9025-8392,,,,,,
Jane Lee,Jane Jeeeun,Lee,0000-0001-5352-739X,,,,,,
Jane Lee,Abigail Jane,Lee,0000-0002-5388-3893,,,,,,
Jane Lee,Jane-Hwei,Lee,0000-0003-2760-7999,,,,,,
Jane Lee,Wai-Jane,Lee ,0000-0001-9882-2739,,,,,,
Jane Lee,Jane Y.,Lee,0000-0002-8723-2511,,,,,,
Jane Lee,Jane-Dar,Lee,0000-0001-5068-4023,,,,,,
Jane Lee,Jane HyoJin,Lee,0000-0003-0260-8602,,,,,,
Jane Lee,Suh-Jane,Lee,0000-0002-3396-5859,,,,,,
Jane Lee,Hannah Jane,Lee,0009-0000-1097-3541,,,,,,
Jane Lee,Jane Yeonjae,Lee,0000-0002-6524-4650,,,,,,
Jane Lee,Jane Jiyoun,Lee,0000-0002-4478-3778,,,,,,
Jane Lee,Wen-Jane,Lee,0000-0002-4390-8129,,,,,,
Jane Lee,Jane Yeonjae,Lee,0000-0003-0232-2217,,,,,,
Jane Lee,Jane Kim,Lee,0000-0002-5104-3903,,,,,,
Jane Lee,jane kayle,lee,0000-0002-6608-5030,,,,,,
Jane Lee,Kimberly Jane,Lee,0000-0003-0450-1171,,,,,,
Jane Lee,Shona Jane,Lee,0000-0002-8584-9729,,,,,,
Jane Lee,Jane Jaeyon,Lee,0000-0002-6276-7667,,,,,,
Jane Lee,Huei-Jane,Lee,0000-0003-0792-1913,,,,,,
Jane Lee,Annabel Jane,Lee,0009-0007-2120-6963,,,,,,
Jane Lee,YA-JANE,LEE,0000-0003-4884-7019,,,,,,
Jane Lee,Joo Hyeon (Jane),Lee,0000-0002-2908-723X,,,,,,
Jane Lee,Jane Wern Hui,Lee,0000-0003-0207-3070,,,,,,
Jane Lee,Brianna Catriona Jane,Lee,0009-0007-7853-2356,,,,,,
Jane Lee,Jane Vanetta En Xuan,Lee,0000-0002-4980-0098,,,,,,
Cheryl A. Logan,Cheryl,Logan,0000-0001-7639-4956,,,,,,
Cheryl A. Logan,Cheryl,Logan,0000-0001-5043-2352,,,,,,
Hung Ma,Hung-Huan,Ma,0000-0002-1565-271X,,,,,,
Hung Ma,Kam Hung,Ma,0000-0002-4759-4382,,,,,,
Hung Ma,Jia Hung,Ma,0009-0006-6117-4145,,,,,,
Hung Ma,Jia Hung,Ma,0009-0006-7183-109X,,,,,,
Kerry J. Nickols,Kerry,Nickols,0000-0003-0797-7386,,,,,,
Kerry J. Nickols,Kerry,Nickols,0000-0003-3476-4247,,,,,,
Jonathan Graham Wagner,Jonathan,Wagner,0000-0002-1290-5769,,,,,,
Jonathan Graham Wagner,Jonathan,Wagner,0000-0002-2113-5671,,,,,,
Jonathan Graham Wagner,Jonathan,Wagner,0000-0002-4315-0020,,,,,,
Jonathan Graham Wagner,Jonathan,Wagner,0000-0001-7690-6798,,,,,,
Jonathan Graham Wagner,Jonathan,Wagner,0009-0009-0894-5504,,,,,,
Jonathan Graham Wagner,Jonathan,Wagner,0009-0001-9022-7967,,,,,,
Jonathan Graham Wagner,Jonathan,Wagner,0000-0001-7350-3301,,,,,,
Jonathan Graham Wagner,Jonathan,Wagner,0000-0002-3436-588X,,,,,,
Jonathan Graham Wagner,Jonathan,Wagner,0000-0003-0932-7600,,,,,,
Jonathan Graham Wagner,Jonathan M.,Wagner,0000-0001-9161-7222,,,,,,
Jonathan Graham Wagner,Jonathan Richard,Wagner,0009-0003-4907-190X,,,,,,
Jonathan Graham Wagner,Ben Jonathan,Wagner,0000-0002-5401-2512,,,,,,
Jonathan Graham Wagner,Jonathan L.,Wagner,0000-0003-4214-7687,,,,,,
Jonathan Graham Wagner,Marcel Jonathan Lee,Wagner,0009-0007-4609-4865,,,,,,
Steven K. Carlson,Steven,Carlson,0000-0002-2632-8149,,,,,,
Steven K. Carlson,Steven,Carlson,0000-0003-3166-2667,,,,,,
Steven K. Carlson,Steven,Carlson,0000-0003-3618-2830,,,,,,
Steven K. Carlson,Steven,Carlson,0000-0002-5163-2206,,,,,,
Steven K. Carlson,Steven,Carlson,0009-0005-2285-591X,,,,,,
Steven K. Carlson,Steven,Carlson,0000-0002-1376-7775,Advancing a Biopsychosocial Model of Bedtime Procrastination,National Heart Lung and Blood Institute,https://ror.org/012pb6c26,1F31HL176119-01,2024,2026
Lara Cushing,Lara,Cushing,0000-0003-0640-6450,,,,,,
Christopher T. DiVittorio,Christopher,DiVittorio,0000-0001-5604-9696,,,,,,
Brooke Keeney,Brooke,Keeney,0009-0000-4120-0111,,,,,,
Gregory S. Mendez,Gregory,Mendez,0000-0002-0962-2864,,,,,,
Gregory S. Mendez,Gregory,Mendez,0000-0002-1665-7563,,,,,,
Gregory S. Mendez,Gregory,Mendez,0000-0002-9955-3726,,,,,,
Gregory S. Mendez,Lewis Antony Gregory,Villamizar Mendez,0009-0005-6396-1751,,,,,,
Alice Nguyen,Alice,Nguyen,0000-0003-1212-8514,,,,,,
Alice Nguyen,Alice,Nguyen,0000-0002-5225-9431,,,,,,
Alice Nguyen,Alice,Nguyen,0009-0004-4791-2645,,,,,,
Alice Nguyen,Alice,Nguyen,0009-0001-9179-3397,,,,,,
Alice Nguyen,Alice,Nguyen,0009-0005-0147-6136,,,,,,
Alice Nguyen,Alice,Nguyen,0009-0008-9050-8559,,,,,,
Alice Nguyen,Alice,Nguyen,0009-0001-3111-9712,,,,,,
Alice Nguyen,Thi Thanh Hoa (Alice),Nguyen,0000-0002-8580-3915,,,,,,
Stephanie Simone Porter,Stephanie,Porter,0000-0001-9245-1033,,,,,,
Stephanie Simone Porter,Stephanie,Porter,0009-0009-3471-6617,,,,,,
Stephanie Simone Porter,Stephanie,Porter,0000-0001-6664-6451,,,,,,
Stephanie Simone Porter,Stephanie,Porter,0000-0002-1193-9705,,,,,,
Stephanie Simone Porter,Stephanie,Porter-Plummer,0009-0005-2706-6282,,,,,,
Keefe D. Reuther,Keefe,Reuther,0000-0001-7638-8521,,,,,,
Nicole M. Santos,Nicole M.,Travassos dos Santos,0009-0005-1147-8979,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0003-3363-7625,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0003-2560-8250,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0002-2317-317X,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0001-5439-9211,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0001-5969-4762,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0002-7517-5177,,,,,,
Nicole M. Santos,Nicole,Santos,0009-0003-5227-9285,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0003-4369-5597,,,,,,
Nicole M. Santos,Nicole,Santos,0009-0001-3171-5629,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0003-2445-3058,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0002-6184-1212,,,,,,
Nicole M. Santos,Nicole,Santos,0000-0002-1335-0961,,,,,,
Nicole M. Santos,Nicole,Santos,0009-0000-0662-9043,,,,,,
Nicole M. Santos,Nicole,Santos,0009-0003-5433-4428,,,,,,
Nicole M. Santos,Nicole,Santos,0009-0000-3049-9744,,,,,,
Nicole M. Santos,nicole,santos,0009-0006-1942-5860,,,,,,
Nicole M. Santos,Nicole,Santos,0009-0006-7812-4144,,,,,,
Nicole M. Santos,Nicole,Perez Santos,0000-0002-6387-6304,,,,,,
Nicole M. Santos,Nicole,Barbosa Santos,0009-0005-4751-9779,,,,,,
Nicole M. Santos,Nicole,Almeida Santos,0009-0009-4107-697X,,,,,,
Nicole M. Santos,Nicole ,Santos Freitas,0009-0006-3734-4212,,,,,,
Nicole M. Santos,Nicole,Barbosa Santos ,0009-0005-1956-6703,,,,,,
Nicole M. Santos,Nicole,Bailhão Santos,0009-0002-5066-2259,,,,,,
Nicole M. Santos,Nicole,Novais Santos,0009-0003-4527-6799,,,,,,
Nicole M. Santos,Nicole,Wilhelms Santos,0009-0005-5195-7683,,,,,,
Nicole M. Santos,Nicole,Santos Baccule,0009-0004-0997-0246,,,,,,
Nicole M. Santos,Nicole,Santos Zago,0009-0000-3427-9001,,,,,,
Nicole M. Santos,Nicole,Santos Accioly,0000-0001-9062-8616,,,,,,
Nicole M. Santos,Nicole ,Gomes Santos ,0009-0006-9147-3410,,,,,,
Nicole M. Santos,Nicole Frances,Santos,0000-0002-9814-9852,,,,,,
Nicole M. Santos,Nicole Louise,Santos,0009-0006-0339-6823,,,,,,
Nicole M. Santos,Claudia Nicole,Santos,0009-0006-6148-8777,,,,,,
Nicole M. Santos,Katherine Nicole,Santos,0009-0004-0908-8341,,,,,,
Nicole M. Santos,Nicole Dominique,Santos,0009-0005-5511-4982,,,,,,
Nicole M. Santos,Daniela Nicole,Santos,0000-0002-5080-0132,,,,,,
Nicole M. Santos,Alessia Nicole,Santos,0009-0008-8347-1225,,,,,,
Nicole M. Santos,Janna Nicole,Santos,0009-0006-0144-8159,,,,,,
