input,given,family,orcid,title,funder,identifier,award,start,end
"Riley,Melissa K.",Melissa,Riley,0000-0002-3339-8639,,,,,,
"Riley,Melissa K.",Melissa,Riley,0000-0003-3380-2053,,,,,,
"Riley,Melissa K.",Melissa,Riley,0009-0000-9367-5135,,,,,,
"Riley,Melissa K.",Melissa,Riley,0009-0007-4104-6581,,,,,,
"Song,Daniel S.",Daniel,Song,0000-0002-9085-9315,,,,,,
"Song,Daniel S.",Daniel,Song,0000-0002-6111-7021,,,,,,
"Song,Daniel S.",Daniel,Song,0000-0003-3396-2292,,,,,,
"Song,Daniel S.",Daniel,Song,0000-0002-1887-1408,,,,,,
"Song,Daniel S.",Daniel,Song,0000-0003-2916-6680,,,,,,
"Song,Daniel S.",Daniel ,Song,0000-0001-9453-7893,,,,,,
"Song,Daniel S.",Daniel,Song,0000-0001-8886-9103,,,,,,
"Song,Daniel S.",Daniel,Song,0000-0003-4175-774X,,,,,,
"Song,Daniel S.",Daniel,Song,0009-0004-4595-5481,,,,,,
"Song,Daniel S.",Daniel,Song,0000-0002-2214-5986,,,,,,
"Song,Daniel S.",Daniel,Song,0009-0000-6336-1899,,,,,,
"Song,Daniel S.",Daniel,Song,0000-0002-3495-8677,,,,,,
"Wheaton,Felicia",Felicia,Wheaton,0000-0002-9336-5003,,,,,,
"Bernstein,Whitney N.",Whitney,Bernstein,0000-0002-1421-6000,,,,,,
"Fok,Elaine",WING SHAN ELAINE,FOK,0009-0003-0149-6060,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-0005-9710,Decolonisation of the Masters in Public Health programme at Imperial College London,Imperial College London,,,,2022
"Harris,Matthew W.",Matthew,Harris,0000-0002-0005-9710,CAPACITY study for COVID safe management of live events,Live Nation,http://dx.doi.org/10.13039/501100009127,,,2021
"Harris,Matthew W.",Matthew,Harris,0000-0002-0005-9710,Bidirectional learning in international health partnerships,Tropical Health Education Trust,,,,2022
"Harris,Matthew W.",Matthew,Harris,0000-0002-0005-9710,NW London Applied Research Collaborative,NIHR,,,,2024
"Harris,Matthew W.",Matthew,Harris,0000-0002-0005-9710,Evaluation of the Mais Medicos Policy in Brazil,Medical Research Council,http://dx.doi.org/10.13039/501100000265,,,2023
"Harris,Matthew W.",Matthew,Harris,0000-0002-0005-9710,Crowd sourcing data to model road traffic accidents,Royal Automobile Club Foundation,,,,2023
"Harris,Matthew W.",Matthew,Harris,0000-0002-0005-9710,Relationship between access to primary care and A+E utilisation,NIHR,,,,2013
"Harris,Matthew W.",Matthew,Harris,0000-0002-0005-9710,Harkness Fellowship in Healthcare Policy and Practice,Commonwealth Fund,http://dx.doi.org/10.13039/100000905,,2014,2015
"Harris,Matthew W.",Matthew,Harris,0000-0003-3978-9224,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-4627-7692,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0003-4827-7562,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-9670-498X,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0001-8388-3547,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0001-5937-3184,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-0596-7750,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-6000-1377,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0003-1800-3915,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0003-1840-1008,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-6977-2004,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-3413-2242,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0001-7848-4998,,,,,,
"Harris,Matthew W.",Matthew,Harris,0009-0009-6720-2380,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-8374-7104,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-8205-113X,,,,,,
"Harris,Matthew W.",Matthew ,Harris,0000-0003-2811-0888,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-3567-2240,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-5935-9160,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-5061-4575,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-4895-8360,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-2294-4307,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0001-5884-8133,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0003-4559-815X,,,,,,
"Harris,Matthew W.",Matthew,Harris,0009-0007-5047-3251,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-8717-0242,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-3726-2376,,,,,,
"Harris,Matthew W.",Matthew,HARRIS,0009-0006-4269-2959,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0001-5574-7898,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-2269-7596,,,,,,
"Harris,Matthew W.",Matthew,Harris,0009-0005-9639-6023,,,,,,
"Harris,Matthew W.",Matthew,Harris,0009-0001-8882-5976,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-8097-984X,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-8078-3847,,,,,,
"Harris,Matthew W.",Matthew ,Harris,0009-0009-0872-2896,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-8201-5817,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0001-5785-4830,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-7201-4693,,,,,,
"Harris,Matthew W.",Matthew,Harris,0009-0009-7537-4182,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0003-2352-5048,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-2570-6902,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-9323-4185,,,,,,
"Harris,Matthew W.",Matthew,Harris,0000-0002-7326-3413,,,,,,
"Harris,Matthew W.",Matthew Logan,Harris,0009-0002-1991-6003,,,,,,
"Harris,Matthew W.",Matthew Albert,Harris,0000-0001-7784-3645,,,,,,
"Harris,Matthew W.",Matthew Tobias,Harris,0000-0001-9679-0366,,,,,,
"Harris,Matthew W.",Matthew James,Harris,0009-0006-7649-3747,,,,,,
"Harris,Matthew W.",Matthew,Douglas-Harris,0009-0008-2528-902X,,,,,,
"Harris,Matthew W.",Matthew Richard Charles,Harris,0009-0007-5346-3737,,,,,,
"Harris,Matthew W.",Matthew Oliver Birkbeck,Harris,0000-0002-8250-7627,[NiFe] hydrogenases,Oxford DTP,,,2018,2018
"Harris,Matthew W.",Matthew Oliver Birkbeck,Harris,0000-0002-8250-7627,Developing small molecules to dissect the function and mechanism of m6Am methylation,Wellcome Trust,,224685/Z/21/Z,2021,2024
"Iglesias,Ilysa S.",Ilysa,Iglesias,0000-0002-1534-5939,,,,,,
"Johnson,Christina M.",Christina,Johnson,0000-0003-3974-689X,,,,,,
"Johnson,Christina M.",Christina,Johnson,0000-0001-7076-4741,,,,,,
"Johnson,Christina M.",Christina,Johnson,0000-0002-3597-8549,,,,,,
"Johnson,Christina M.",Christina,Johnson,0000-0003-1576-1016,,,,,,
"Johnson,Christina M.",Christina,Johnson,0009-0009-4434-364X,,,,,,
"Johnson,Christina M.",Christina,Johnson,0009-0009-1747-2999,,,,,,
"Johnson,Christina M.",Christina,Johnson,0000-0002-4209-8419,,,,,,
"Johnson,Christina M.",Christina,Durbin-Johnson,0000-0002-5178-1738,,,,,,
"Johnson,Christina M.",Christina,Voelkel-Johnson,0000-0001-6909-6678,,,,,,
"Johnson,Christina M.",Maria Christina,Johnson,0000-0003-2733-9592,,,,,,
"Johnson,Christina M.",Emily Christina,Johnson,0009-0001-3552-4758,,,,,,
"Johnson,Christina M.",Christina Marie,Johnson,0000-0002-0870-8973,,,,,,
"Lin,Stephanie",Stephanie,Lin,0000-0003-2213-837X,,,,,,
"Lin,Stephanie",Stephanie,Lin,0000-0001-5827-5830,,,,,,
"Lin,Stephanie",Stephanie,Lin,0000-0003-1594-1375,,,,,,
"Lin,Stephanie",Stephanie,Lin,0000-0002-1799-6057,,,,,,
"Lin,Stephanie",Stephanie,Lin,0000-0002-4619-9604,,,,,,
"Lin,Stephanie",stephanie,lin,0000-0001-6207-0467,,,,,,
"Lin,Stephanie",Stephanie ,Lin,0009-0000-9247-9554,,,,,,
"Lin,Stephanie",Stephanie,Lin,0000-0003-2822-9985,,,,,,
"Lin,Stephanie",Stephanie,Lin,0000-0003-0334-6595,,,,,,
"Lin,Stephanie",Stephanie,Lin-Beckford,0000-0001-6474-6520,,,,,,
"Lin,Stephanie",Lu Yen (Stephanie),Lin,0000-0002-8427-9269,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0003-4132-4039,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0003-3849-9241,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0002-5905-4340,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0002-0330-9295,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0003-2775-1544,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0001-9947-8132,Framing Psychological Research to Impact State Marijuana Social Policy: A Randomized Controlled Trial Testing Equity and Evidence Messages with Legislative Audiences ,The Society for the Psychological Study of Social Issues,,,2019,2020
"Long,Elizabeth",Elizabeth,Long,0000-0001-9947-8132,Testing Strategies for Communicating Developmental Science Research to Federal Policymakers,Society for Research in Child Development,http://dx.doi.org/10.13039/100010825,,2020,2021
"Long,Elizabeth",Elizabeth,Long,0000-0001-9947-8132,Testing Research Communication Strategies and Impact among Policymakers to Reduce Inequalities Precipitated by COVID-19 ,William T. Grant Foundation,http://dx.doi.org/10.13039/100001143,,2020,2022
"Long,Elizabeth",Elizabeth,Long,0000-0001-9947-8132,RAPID: Testing Science Communication Strategies and Impact among Policymakers During a National Crisis ,National Science Foundation,http://dx.doi.org/10.13039/100000001,,2020,2022
"Long,Elizabeth",Elizabeth,Long,0000-0001-9947-8132,Promoting Solutions to Climate Change and Health Challenges through Science-Policy Communications ,"Institutes of Energy and the Environment, Pennsylvania State University",http://dx.doi.org/10.13039/100011610,,2022,2023
"Long,Elizabeth",Elizabeth,Long,0000-0002-7410-5548,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0002-0471-935X,,,,,,
"Long,Elizabeth",ELIZABETH,LONG,0000-0002-2750-3156,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0003-3507-9073,,,,,,
"Long,Elizabeth",Elizabeth,Long,0009-0000-2515-5998,,,,,,
"Long,Elizabeth",Elizabeth,Long,0009-0002-3815-6353,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0002-5093-5264,,,,,,
"Long,Elizabeth",ELIZABETH,LONG,0000-0002-7192-2235,,,,,,
"Long,Elizabeth",Elizabeth,Long,0000-0002-9814-2693,,,,,,
"Long,Elizabeth",Elizabeth Helen,Long,0009-0002-7114-5082,,,,,,
"Long,Elizabeth",Caroline Elizabeth,Long,0009-0008-1693-6459,,,,,,
"Long,Elizabeth",Elizabeth Long,Long,0009-0009-2812-4543,,,,,,
"Long,Elizabeth",Sarah Elizabeth,Long,0000-0002-1888-5180,,,,,,
"Long,Elizabeth",Elizabeth,Courtney-Long,0000-0002-2729-1237,,,,,,
"Long,Elizabeth",Elizabeth,Long-Meek,0000-0002-9486-1789,,,,,,
"Long,Elizabeth",Carrie Irene Elizabeth,Long,0009-0002-9782-186X,,,,,,
"Minnameyer,Angela M.",Angela,Minnameyer,0000-0002-6875-6387,,,,,,
"Pocock,Katherine R.",Katherine,Pocock,0000-0002-4096-482X,,,,,,
"Wong,Eileen",Eileen,Wong,0000-0002-5057-9685,,,,,,
"Wong,Eileen",Eileen,Wong,0000-0001-5035-8842,,,,,,
"Wong,Eileen",Eileen,Udan Wong,0000-0002-4195-8536,,,,,,
"Wong,Eileen",Eileen Chin Mei,Wong,0000-0002-1330-3663,,,,,,
"Wong,Eileen","Ei Ling, Eileen",Wong,0009-0000-9349-7754,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0002-9646-1623,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0001-8143-2806,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0002-6140-8785,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0003-2858-5576,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0003-4391-7073,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0002-3558-6086,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0002-5165-9011,,,,,,
"Bell,Jennifer",JENNIFER,BELL,0000-0001-8007-3709,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0003-0959-1401,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0003-2712-4583,,,,,,
"Bell,Jennifer",Jennifer,Bell,0009-0004-4151-7572,,,,,,
"Bell,Jennifer",Jennifer,Bell,0009-0000-4374-178X,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0001-9507-4042,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0003-3964-1561,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0001-9571-0715,,,,,,
"Bell,Jennifer",Jennifer,Bell,0009-0008-6807-9014,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0003-3617-6852,,,,,,
"Bell,Jennifer",Jennifer,Bell,0000-0001-7796-0032,,,,,,
"Bell,Jennifer",Jennifer Margaret,Bell,0009-0008-8134-6746,,,,,,
"Bell,Jennifer",Jennifer-Lynn,Bell,0009-0000-2365-2528,,,,,,
"Bell,Jennifer",Jennifer K.,Bell,0000-0001-9475-4441,,,,,,
"Bell,Jennifer",Jennifer,Selkirk-Bell,0000-0003-4529-0809,,,,,,
"Bell,Jennifer",Jennifer,Lehmann-Bell,0009-0005-8702-835X,,,,,,
"Bell,Jennifer",Jennifer Isobel,Whiteway-Bell,0009-0007-2028-1558,,,,,,
"Cox,Haley",Haley,Cox,0000-0002-9800-9964,,,,,,
"Cox,Haley",Haley,Cox,0000-0002-6382-0351,,,,,,
"Cox,Haley",Haley,Cox,0009-0003-7110-6988,,,,,,
"Cox,Haley",Haley,Cox,0009-0003-5579-6122,,,,,,
"Ginsberg,Benjamin",Benjamin,Ginsberg,0000-0003-4479-1919,,,,,,
"Hoey,Jennifer",Jennifer,Hoey,0000-0002-9041-915X,,,,,,
"Liao,Irene",Irene,Liao,0000-0002-2904-4117,,,,,,
"Morrison,Caitlin",Caitlin ,Morrison ,0000-0002-7635-3967,,,,,,
"Morrison,Caitlin",Caitlin,Morrison,0000-0001-7791-0262,,,,,,
"Morrison,Caitlin",Caitlin,Morrison,0000-0001-6881-8659,,,,,,
"Morrison,Caitlin",Caitlin,Morrison,0000-0002-5646-0677,,,,,,
"Morrison,Caitlin",Caitlin Carroll,Morrison,0009-0004-7929-3033,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0003-4457-1369,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0001-8033-1800,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0001-6045-9890,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0003-3644-9603,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0009-0009-5631-7131,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0003-3452-1237,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0003-0228-6391,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0002-0471-9077,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0001-9165-770X,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0001-9400-0797,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0009-0006-3588-4485,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0001-7301-8517,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0002-6817-1987,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0002-0986-6391,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0002-8939-7678,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0009-0000-7472-5723,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0003-3316-7328,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0009-0007-7802-2188,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0009-0003-2038-7097,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0001-9101-8692,,,,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0003-0846-7943,National Science Foundation Graduate Research Fellowship,National Science Foundation,https://ror.org/021nxhr62,,,
"Murphy,Elizabeth",Elizabeth,Murphy,0000-0001-7687-2831,,,,,,
"Murphy,Elizabeth",Elizabeth V.,Murphy,0000-0001-7604-7102,,,,,,
"Murphy,Elizabeth",Erin Elizabeth,Murphy,0009-0002-1813-6865,,,,,,
"Murphy,Elizabeth",Caitlin Elizabeth,Murphy,0009-0006-2109-6779,,,,,,
"Murphy,Elizabeth",Katherine Elizabeth,Murphy,0009-0009-7076-7681,,,,,,
"Murphy,Elizabeth",Elizabeth,Carson-Murphy,0009-0007-7191-9427,,,,,,
"Murphy,Elizabeth",Elizabeth Mary Ann,Murphy,0000-0003-2068-5601,,,,,,
"Murphy,Elizabeth",EDITH ELIZABETH,ROBLES MURPHY,0000-0003-2942-7270,,,,,,
"Murphy,Elizabeth",Edith Elizabeth,Robles Murphy,0000-0002-9654-6758,,,,,,
"Murphy,Elizabeth",Lucero Elizabeth,Mendoza Murphy,0009-0006-1915-9996,,,,,,
"Park,Albert",Albert,Park,0000-0003-0077-6856,,,,,,
"Park,Albert",Albert,Park,0000-0003-3017-416X,,,,,,
"Park,Albert",Albert,Park,0009-0000-1778-011X,,,,,,
"Park,Albert",Albert,Park,0009-0002-6764-8357,,,,,,
"Park,Albert",Albert,Park,0000-0002-0433-3297,,,,,,
"Park,Albert",Albert,Park,0000-0002-2419-0131,,,,,,
"Park,Albert",Albert,Park,0000-0003-2007-0105,,,,,,
"Park,Albert",Albert,Park,0000-0001-9089-3014,,,,,,
"Park,Albert",Albert Francis,Park,0009-0007-3323-120X,,,,,,
"Park,Albert",Albert Sanghoon,Park,0000-0002-7450-5568,,,,,,
"Park,Albert",Won(Albert),Park,0009-0003-3690-6621,,,,,,
"Park,Albert",Albert L.,Park,0000-0002-0773-570X,,,,,,
"Rejas,Daniel",Jonathan Daniel,arellano rejas,0000-0003-0985-7476,,,,,,
"Rejas,Daniel",Daniel Ramiro Elías,Vallejos Rejas,0009-0000-5852-3160,,,,,,
"Yang,April",April,Yang,0000-0001-9170-8394,,,,,,
"Yang,April",April,Yang,0009-0009-7798-4590,,,,,,
"Yang,April",april,yang,0000-0002-4212-6547,,,,,,
"Chan,Elliot",Elliot,Chan,0000-0002-6784-5337,,,,,,
"Chan,Elliot",Elliot,Chan,0000-0001-5548-8611,,,,,,
"Chan,Elliot",Elliot,Chan,0009-0007-2211-2125,,,,,,
"Chan,Elliot",Elliot,Chan,0009-0001-9774-8570,,,,,,
"Chan,Elliot",Elliot,Chan,0000-0001-8807-8264,,,,,,
"Chen,Irene",Irene,Chen,0000-0002-6574-5105,,,,,,
"Chen,Irene",Irene,Chen,0000-0002-5800-5213,,,,,,
"Chen,Irene",Irene ,Chen,0000-0002-5766-9253,,,,,,
"Chen,Irene",Irene,Chen,0009-0009-0785-8986,,,,,,
"Chen,Irene",Irene,Chen,0000-0003-3607-1268,,,,,,
"Chen,Irene",Irene,Chen,0000-0002-3080-0709,,,,,,
"Chen,Irene",Irene,Chen,0009-0009-2189-211X,,,,,,
"Chen,Irene",Irene,Chen,0000-0001-9358-4460,,,,,,
"Chen,Irene",Irene,Chen,0009-0009-4408-6735,,,,,,
"Chen,Irene",Irene,Chen,0000-0003-0173-9133,,,,,,
"Chen,Irene",Irene,Chen,0000-0002-8311-7428,,,,,,
"Chen,Irene",Irene,Chen,0000-0001-6040-7927,,,,,,
"Chen,Irene",Irene,Chen,0000-0001-5202-2111,,,,,,
"Chen,Irene",Irene,Chen,0009-0007-5735-7069,,,,,,
"Chen,Irene",Irene Jiayao,Chen,0000-0001-5470-655X,,,,,,
"Chen,Irene",Irene Ying Jen,Chen,0009-0006-6215-3944,,,,,,
"Dibble,Conor",Conor,Dibble,0009-0006-7740-2624,,,,,,
"Fletcher,Nicholas",Nicholas,Fletcher,0000-0001-9274-5832,,,,,,
"Fletcher,Nicholas",Nicholas,Fletcher,0000-0002-2601-4940,,,,,,
"Fletcher,Nicholas",Nicholas,Fletcher,0000-0002-8583-819X,,,,,,
"Fletcher,Nicholas",Nicholas,Fletcher,0000-0001-5146-8891,,,,,,
"Fletcher,Nicholas",Nicholas,Fletcher,0000-0002-6289-2361,Metal Complexes as Inhibitors of Protein-Protein Interactions,Engineering and Physical Sciences Research Council,http://dx.doi.org/10.13039/501100000266,EP/F038712/1,2008,2011
"Fletcher,Nicholas",Nicholas,Fletcher,0000-0003-3479-9845,,,,,,
"Fletcher,Nicholas",Nicholas,Fletcher,0000-0002-2993-833X,,,,,,
"Hendrickson,Katie",Katie,Hendrickson,0000-0001-6936-2665,,,,,,
"Lovenburg,Vanessa",Vanessa,Lovenburg,0000-0003-4440-1802,,,,,,
"Minnich,Amanda",Amanda,Minnich,0000-0001-8191-5322,,,,,,
"Ozog,Stosh",Stosh,Ozog,0000-0002-2120-9140,In vivo gene editing of CCR5 in bone marrow using improved lentiviral vectors,National Heart Lung and Blood Institute,http://dx.doi.org/10.13039/100000050,F30HL137563,2017,2021
"Pena,Danielle",DANIELLE,COELHO PENA,0000-0003-3579-2231,,,,,,
"Pena,Danielle",Danielle,Braga Pena Franck,0000-0002-9221-6321,,,,,,
"Pena,Danielle",DANIELLE,PENA DE OLIVEIRA,0000-0002-1318-1758,,,,,,
"Pena,Danielle",DANIELLE,BRAGA PENA FRANCK,0000-0003-2473-0481,,,,,,
"Pena,Danielle",Danielle,de la Pena,0000-0002-6945-7434,,,,,,
"Title,Alexandra",Alexandra ,Title,0009-0004-9289-0836,,,,,,
"Wilcox,Rebecca",Rebecca,Wilcox,0000-0002-3099-0848,,,,,,
"Wilcox,Rebecca",Rebecca,Wilcox,0009-0004-1253-0495,,,,,,
"Wilcox,Rebecca",Rebecca,Wilcox,0000-0002-6776-3737,,,,,,
"Wilcox,Rebecca",Rebecca ,Wilcox ,0009-0006-3567-6336,,,,,,
"Will,Ian",Ian,Will,0000-0002-2396-6778,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0002-1781-4372,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0003-3339-7107,,,,,,
"Wilson,Ryan",ryan,wilson,0000-0002-5273-2970,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0002-7317-0671,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0001-9295-1425,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0002-1553-0659,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0002-2336-8946,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0003-2349-6013,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0002-1800-8153,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0001-9063-8021,Landscape-scale environmental drivers of coastal dune mobility,Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,NE/T00410X/1,2019,2022
"Wilson,Ryan",Ryan,Wilson,0000-0001-9063-8021,"Glacial Lakes in Peru: Evolution, Hazards and impacts of climate change.",Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,NE/S01330X/1,2019,2022
"Wilson,Ryan",Ryan,Wilson,0000-0002-0298-8409,,,,,,
"Wilson,Ryan",Ryan,Wilson,0009-0007-5578-629X,,,,,,
"Wilson,Ryan",Ryan,Wilson,0009-0006-2358-7934,,,,,,
"Wilson,Ryan",Ryan,Wilson,0009-0009-1463-7743,,,,,,
"Wilson,Ryan",Ryan,Wilson,0009-0006-3057-7996,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0003-3870-1673,,,,,,
"Wilson,Ryan",Ryan,Wilson,0009-0009-4490-7724,,,,,,
"Wilson,Ryan",Ryan,Wilson,0009-0004-1783-7402,,,,,,
"Wilson,Ryan",Ryan,Wilson,0009-0008-0155-081X,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0002-4632-3898,,,,,,
"Wilson,Ryan",Ryan,Wilson,0009-0001-4565-4329,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0002-2955-7393,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0002-0191-2410,,,,,,
"Wilson,Ryan",Ryan,Wilson,0000-0001-7740-7771,,,,,,
"Wilson,Ryan",Ryan,Wilson-Parr,0009-0005-9490-4987,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0001-8796-7799,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0002-9047-6955,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0001-6432-9874,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0002-4265-2176,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0002-9957-8608,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0001-5804-9913,,,,,,
"Butler, Jennifer",Jennifer,Butler,0009-0000-4381-757X,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0002-0467-813X,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0003-0358-8260,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0002-4323-4101,Pre-doctoral Clinical Academic Fellowship,Newcastle upon Tyne Hospitals NHS Foundation Trust,https://ror.org/05p40t847,ICA-PCAF-2018-01-084,2018,2020
"Butler, Jennifer",Jennifer,Butler,0000-0002-4323-4101,Health Education England: Research Capacity ,Health Education England,,,2021,2021
"Butler, Jennifer",Jennifer,Butler,0000-0002-4323-4101,Health Education England: Research Capacity,Health Education England,,,2021,2022
"Butler, Jennifer",Jennifer,Butler,0000-0002-4323-4101,Patient and Public Involvement Grant,University of Newcastle upon Tyne,https://ror.org/01kj2bm70,,2021,
"Butler, Jennifer",Jennifer,Butler,0000-0002-4323-4101,Research Capacity Funding,Newcastle upon Tyne Hospitals NHS Foundation Trust,https://ror.org/05p40t847,,2020,2021
"Butler, Jennifer",Jennifer,Butler,0000-0002-4323-4101,Specialist SLT led 2 week wait clinic for suspected head and neck cancer,Newcastle upon Tyne Hospitals NHS Foundation Trust,https://ror.org/05p40t847,,,
"Butler, Jennifer",Jennifer,Butler,0000-0002-1397-3587,ICA Pre-doctoral Clinical Academic Fellowship,Newcastle upon Tyne Hospitals NHS Foundation Trust,http://dx.doi.org/10.13039/501100003776,,2018,2020
"Butler, Jennifer",Jennifer,Butler,0009-0002-1767-9163,,,,,,
"Butler, Jennifer",Jennifer,Butler,0000-0002-0468-9955,,,,,,
"Butler, Jennifer",Jennifer Suzanne,Butler,0000-0002-5681-5677,,,,,,
"Chang, Yanni Michlle",yanni,chang,0000-0003-0914-0782,,,,,,
"Chang, Yanni Michlle",Yanni,Chang,0000-0002-9999-8274,,,,,,
"Chang, Yanni Michlle",Yanni,Chang,0000-0001-6750-9985,,,,,,
"Dugan, Jessica Ann",Jessica,Dugan,0000-0001-9005-6945,,,,,,
"Dugan, Jessica Ann",Jessica,Dugan,0009-0008-9434-5582,,,,,,
"Feng, Chris",Chris,Feng,0000-0002-7907-1818,,,,,,
"Kelly-Garrick, Caitlin",Caitlin,Kelly,0000-0001-8102-0430,,,,,,
